"plot_ID","CCS_nr","CCS_position","CCS_dist","CCS_RG_inv_status","CCS_max_dist_cm","inv_year","inv","rem_reason"
100114,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100114,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100114,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100115,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100115,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100115,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100115,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100116,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100116,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100116,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100116,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100117,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100117,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100117,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100117,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100118,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100118,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100118,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100118,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100119,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100119,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100119,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100119,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100120,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100120,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100120,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100120,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100121,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100121,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100121,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100121,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100122,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100122,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100122,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100122,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100123,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100123,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100123,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100123,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100124,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100124,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100124,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100124,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100125,1,"n",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100125,2,"o",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100125,3,"s",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
100125,4,"w",1000,-1,500,1970,"warning","whole plot excluded during inventory status sorting"
120023,1,"n",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120023,2,"o",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120023,3,"s",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120023,4,"w",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120064,1,"n",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120064,2,"o",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120064,3,"s",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120064,4,"w",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120082,1,"n",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120082,2,"o",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120082,3,"s",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120082,4,"w",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120121,1,"n",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120121,2,"o",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120121,3,"s",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120121,4,"w",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120126,1,"n",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120126,2,"o",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120126,3,"s",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120126,4,"w",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120152,1,"n",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120152,2,"o",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120152,3,"s",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120152,4,"w",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120158,1,"n",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
120158,2,"o",1000,-1,-9,1970,"warning","whole plot excluded during inventory status sorting"
