"plot_ID","CCS_nr","plot_A_ha","inv_year","compartiment","B_t_ha","C_t_ha","N_t_ha"
"70019","1","0.00785398163397448","2012","ag","0","0","0"
"70019","1","0.00785398163397448","2012","bg","0","0","0"
"70019","1","0.00785398163397448","2012","total","0","0","0"
"70019","2","0.00785398163397448","2012","ag","0","0","0"
"70019","2","0.00785398163397448","2012","bg","0","0","0"
"70019","2","0.00785398163397448","2012","total","0","0","0"
"70019","3","0.00785398163397448","2012","ag","0","0","0"
"70019","3","0.00785398163397448","2012","bg","0","0","0"
"70019","3","0.00785398163397448","2012","total","0","0","0"
"70019","4","0.00785398163397448","2012","ag","0","0","0"
"70019","4","0.00785398163397448","2012","bg","0","0","0"
"70019","4","0.00785398163397448","2012","total","0","0","0"
"70023","2","0.00785398163397448","2012","ag","0","0","0"
"70023","2","0.00785398163397448","2012","bg","0","0","0"
"70023","2","0.00785398163397448","2012","total","0","0","0"
"70023","4","0.00785398163397448","2012","ag","0","0","0"
"70023","4","0.00785398163397448","2012","bg","0","0","0"
"70023","4","0.00785398163397448","2012","total","0","0","0"
"70024","1","0.00785398163397448","2012","ag","0","0","0"
"70024","1","0.00785398163397448","2012","bg","0","0","0"
"70024","1","0.00785398163397448","2012","total","0","0","0"
"70024","2","0.00785398163397448","2012","ag","0","0","0"
"70024","2","0.00785398163397448","2012","bg","0","0","0"
"70024","2","0.00785398163397448","2012","total","0","0","0"
"70024","3","0.00785398163397448","2012","ag","0","0","0"
"70024","3","0.00785398163397448","2012","bg","0","0","0"
"70024","3","0.00785398163397448","2012","total","0","0","0"
"70024","4","0.00785398163397448","2012","ag","0","0","0"
"70024","4","0.00785398163397448","2012","bg","0","0","0"
"70024","4","0.00785398163397448","2012","total","0","0","0"
"70025","1","0.00785398163397448","2012","ag","0","0","0"
"70025","1","0.00785398163397448","2012","bg","0","0","0"
"70025","1","0.00785398163397448","2012","total","0","0","0"
"70025","4","0.00785398163397448","2012","ag","0","0","0"
"70025","4","0.00785398163397448","2012","bg","0","0","0"
"70025","4","0.00785398163397448","2012","total","0","0","0"
"70026","3","0.00785398163397448","2012","ag","0","0","0"
"70026","3","0.00785398163397448","2012","bg","0","0","0"
"70026","3","0.00785398163397448","2012","total","0","0","0"
"70032","2","0.00785398163397448","2012","ag","0","0","0"
"70032","2","0.00785398163397448","2012","bg","0","0","0"
"70032","2","0.00785398163397448","2012","total","0","0","0"
"70034","1","0.00785398163397448","2012","ag","0","0","0"
"70034","1","0.00785398163397448","2012","bg","0","0","0"
"70034","1","0.00785398163397448","2012","total","0","0","0"
"70034","4","0.00785398163397448","2012","ag","0","0","0"
"70034","4","0.00785398163397448","2012","bg","0","0","0"
"70034","4","0.00785398163397448","2012","total","0","0","0"
"70035","1","0.00785398163397448","2012","ag","0","0","0"
"70035","1","0.00785398163397448","2012","bg","0","0","0"
"70035","1","0.00785398163397448","2012","total","0","0","0"
"70035","3","0.00785398163397448","2012","ag","0","0","0"
"70035","3","0.00785398163397448","2012","bg","0","0","0"
"70035","3","0.00785398163397448","2012","total","0","0","0"
"70045","2","0.00785398163397448","2012","ag","0","0","0"
"70045","2","0.00785398163397448","2012","bg","0","0","0"
"70045","2","0.00785398163397448","2012","total","0","0","0"
"70045","3","0.00785398163397448","2012","ag","0","0","0"
"70045","3","0.00785398163397448","2012","bg","0","0","0"
"70045","3","0.00785398163397448","2012","total","0","0","0"
"70045","4","0.00785398163397448","2012","ag","0","0","0"
"70045","4","0.00785398163397448","2012","bg","0","0","0"
"70045","4","0.00785398163397448","2012","total","0","0","0"
"70047","1","0.00785398163397448","2012","ag","0","0","0"
"70047","1","0.00785398163397448","2012","bg","0","0","0"
"70047","1","0.00785398163397448","2012","total","0","0","0"
"70047","2","0.00785398163397448","2012","ag","0","0","0"
"70047","2","0.00785398163397448","2012","bg","0","0","0"
"70047","2","0.00785398163397448","2012","total","0","0","0"
"70047","3","0.00785398163397448","2012","ag","0","0","0"
"70047","3","0.00785398163397448","2012","bg","0","0","0"
"70047","3","0.00785398163397448","2012","total","0","0","0"
"70047","4","0.00785398163397448","2012","ag","0","0","0"
"70047","4","0.00785398163397448","2012","bg","0","0","0"
"70047","4","0.00785398163397448","2012","total","0","0","0"
"70052","3","0.00785398163397448","2012","ag","0","0","0"
"70052","3","0.00785398163397448","2012","bg","0","0","0"
"70052","3","0.00785398163397448","2012","total","0","0","0"
"70052","4","0.00785398163397448","2012","ag","0","0","0"
"70052","4","0.00785398163397448","2012","bg","0","0","0"
"70052","4","0.00785398163397448","2012","total","0","0","0"
"70055","4","0.00785398163397448","2012","ag","0","0","0"
"70055","4","0.00785398163397448","2012","bg","0","0","0"
"70055","4","0.00785398163397448","2012","total","0","0","0"
"70060","1","0.00785398163397448","2012","ag","0","0","0"
"70060","1","0.00785398163397448","2012","bg","0","0","0"
"70060","1","0.00785398163397448","2012","total","0","0","0"
"70060","2","0.00785398163397448","2012","ag","0","0","0"
"70060","2","0.00785398163397448","2012","bg","0","0","0"
"70060","2","0.00785398163397448","2012","total","0","0","0"
"70064","1","0.00785398163397448","2012","ag","0","0","0"
"70064","1","0.00785398163397448","2012","bg","0","0","0"
"70064","1","0.00785398163397448","2012","total","0","0","0"
"70064","2","0.00785398163397448","2012","ag","0","0","0"
"70064","2","0.00785398163397448","2012","bg","0","0","0"
"70064","2","0.00785398163397448","2012","total","0","0","0"
"70067","4","0.00785398163397448","2012","ag","0","0","0"
"70067","4","0.00785398163397448","2012","bg","0","0","0"
"70067","4","0.00785398163397448","2012","total","0","0","0"
"70069","1","0.00785398163397448","2012","ag","0","0","0"
"70069","1","0.00785398163397448","2012","bg","0","0","0"
"70069","1","0.00785398163397448","2012","total","0","0","0"
"70072","3","0.00785398163397448","2012","ag","0","0","0"
"70072","3","0.00785398163397448","2012","bg","0","0","0"
"70072","3","0.00785398163397448","2012","total","0","0","0"
"70074","1","0.00785398163397448","2012","ag","0","0","0"
"70074","1","0.00785398163397448","2012","bg","0","0","0"
"70074","1","0.00785398163397448","2012","total","0","0","0"
"70074","2","0.00785398163397448","2012","ag","0","0","0"
"70074","2","0.00785398163397448","2012","bg","0","0","0"
"70074","2","0.00785398163397448","2012","total","0","0","0"
"70074","3","0.00785398163397448","2012","ag","0","0","0"
"70074","3","0.00785398163397448","2012","bg","0","0","0"
"70074","3","0.00785398163397448","2012","total","0","0","0"
"70074","4","0.00785398163397448","2012","ag","0","0","0"
"70074","4","0.00785398163397448","2012","bg","0","0","0"
"70074","4","0.00785398163397448","2012","total","0","0","0"
"70075","2","0.00785398163397448","2012","ag","0","0","0"
"70075","2","0.00785398163397448","2012","bg","0","0","0"
"70075","2","0.00785398163397448","2012","total","0","0","0"
"70077","2","0.00785398163397448","2012","ag","0","0","0"
"70077","2","0.00785398163397448","2012","bg","0","0","0"
"70077","2","0.00785398163397448","2012","total","0","0","0"
"70078","1","0.00785398163397448","2012","ag","0","0","0"
"70078","1","0.00785398163397448","2012","bg","0","0","0"
"70078","1","0.00785398163397448","2012","total","0","0","0"
"70078","4","0.00785398163397448","2012","ag","0","0","0"
"70078","4","0.00785398163397448","2012","bg","0","0","0"
"70078","4","0.00785398163397448","2012","total","0","0","0"
"70084","1","0.00785398163397448","2012","ag","0","0","0"
"70084","1","0.00785398163397448","2012","bg","0","0","0"
"70084","1","0.00785398163397448","2012","total","0","0","0"
"70084","3","0.00785398163397448","2012","ag","0","0","0"
"70084","3","0.00785398163397448","2012","bg","0","0","0"
"70084","3","0.00785398163397448","2012","total","0","0","0"
"70084","4","0.00785398163397448","2012","ag","0","0","0"
"70084","4","0.00785398163397448","2012","bg","0","0","0"
"70084","4","0.00785398163397448","2012","total","0","0","0"
"70085","2","0.00785398163397448","2012","ag","0","0","0"
"70085","2","0.00785398163397448","2012","bg","0","0","0"
"70085","2","0.00785398163397448","2012","total","0","0","0"
"70085","3","0.00785398163397448","2012","ag","0","0","0"
"70085","3","0.00785398163397448","2012","bg","0","0","0"
"70085","3","0.00785398163397448","2012","total","0","0","0"
"70087","1","0.00785398163397448","2012","ag","0","0","0"
"70087","1","0.00785398163397448","2012","bg","0","0","0"
"70087","1","0.00785398163397448","2012","total","0","0","0"
"70087","2","0.00785398163397448","2012","ag","0","0","0"
"70087","2","0.00785398163397448","2012","bg","0","0","0"
"70087","2","0.00785398163397448","2012","total","0","0","0"
"70087","3","0.00785398163397448","2012","ag","0","0","0"
"70087","3","0.00785398163397448","2012","bg","0","0","0"
"70087","3","0.00785398163397448","2012","total","0","0","0"
"70087","4","0.00785398163397448","2012","ag","0","0","0"
"70087","4","0.00785398163397448","2012","bg","0","0","0"
"70087","4","0.00785398163397448","2012","total","0","0","0"
"70092","1","0.00785398163397448","2011","ag","0","0","0"
"70092","1","0.00785398163397448","2011","bg","0","0","0"
"70092","1","0.00785398163397448","2011","total","0","0","0"
"70092","4","0.00785398163397448","2011","ag","0","0","0"
"70092","4","0.00785398163397448","2011","bg","0","0","0"
"70092","4","0.00785398163397448","2011","total","0","0","0"
"70096","2","0.00785398163397448","2011","ag","0","0","0"
"70096","2","0.00785398163397448","2011","bg","0","0","0"
"70096","2","0.00785398163397448","2011","total","0","0","0"
"70097","1","0.00785398163397448","2011","ag","0","0","0"
"70097","1","0.00785398163397448","2011","bg","0","0","0"
"70097","1","0.00785398163397448","2011","total","0","0","0"
"70097","2","0.00785398163397448","2011","ag","0","0","0"
"70097","2","0.00785398163397448","2011","bg","0","0","0"
"70097","2","0.00785398163397448","2011","total","0","0","0"
"70097","3","0.00785398163397448","2011","ag","0","0","0"
"70097","3","0.00785398163397448","2011","bg","0","0","0"
"70097","3","0.00785398163397448","2011","total","0","0","0"
"70097","4","0.00785398163397448","2011","ag","0","0","0"
"70097","4","0.00785398163397448","2011","bg","0","0","0"
"70097","4","0.00785398163397448","2011","total","0","0","0"
"70102","1","0.00785398163397448","2012","ag","0","0","0"
"70102","1","0.00785398163397448","2012","bg","0","0","0"
"70102","1","0.00785398163397448","2012","total","0","0","0"
"70102","2","0.00785398163397448","2012","ag","0","0","0"
"70102","2","0.00785398163397448","2012","bg","0","0","0"
"70102","2","0.00785398163397448","2012","total","0","0","0"
"70110","1","0.00785398163397448","2012","ag","0","0","0"
"70110","1","0.00785398163397448","2012","bg","0","0","0"
"70110","1","0.00785398163397448","2012","total","0","0","0"
"70110","2","0.00785398163397448","2012","ag","0","0","0"
"70110","2","0.00785398163397448","2012","bg","0","0","0"
"70110","2","0.00785398163397448","2012","total","0","0","0"
"70110","3","0.00785398163397448","2012","ag","0","0","0"
"70110","3","0.00785398163397448","2012","bg","0","0","0"
"70110","3","0.00785398163397448","2012","total","0","0","0"
"70110","4","0.00785398163397448","2012","ag","0","0","0"
"70110","4","0.00785398163397448","2012","bg","0","0","0"
"70110","4","0.00785398163397448","2012","total","0","0","0"
"70111","2","0.00785398163397448","2012","ag","0","0","0"
"70111","2","0.00785398163397448","2012","bg","0","0","0"
"70111","2","0.00785398163397448","2012","total","0","0","0"
"70112","2","0.00785398163397448","2012","ag","0","0","0"
"70112","2","0.00785398163397448","2012","bg","0","0","0"
"70112","2","0.00785398163397448","2012","total","0","0","0"
"70114","2","0.00785398163397448","2012","ag","0","0","0"
"70114","2","0.00785398163397448","2012","bg","0","0","0"
"70114","2","0.00785398163397448","2012","total","0","0","0"
"70114","3","0.00785398163397448","2012","ag","0","0","0"
"70114","3","0.00785398163397448","2012","bg","0","0","0"
"70114","3","0.00785398163397448","2012","total","0","0","0"
"70114","4","0.00785398163397448","2012","ag","0","0","0"
"70114","4","0.00785398163397448","2012","bg","0","0","0"
"70114","4","0.00785398163397448","2012","total","0","0","0"
"70116","3","0.00785398163397448","2012","ag","0","0","0"
"70116","3","0.00785398163397448","2012","bg","0","0","0"
"70116","3","0.00785398163397448","2012","total","0","0","0"
"70117","3","0.00785398163397448","2012","ag","0","0","0"
"70117","3","0.00785398163397448","2012","bg","0","0","0"
"70117","3","0.00785398163397448","2012","total","0","0","0"
"70122","1","0.00785398163397448","2012","ag","0","0","0"
"70122","1","0.00785398163397448","2012","bg","0","0","0"
"70122","1","0.00785398163397448","2012","total","0","0","0"
"70122","2","0.00785398163397448","2012","ag","0","0","0"
"70122","2","0.00785398163397448","2012","bg","0","0","0"
"70122","2","0.00785398163397448","2012","total","0","0","0"
"70122","3","0.00785398163397448","2012","ag","0","0","0"
"70122","3","0.00785398163397448","2012","bg","0","0","0"
"70122","3","0.00785398163397448","2012","total","0","0","0"
"70122","4","0.00785398163397448","2012","ag","0","0","0"
"70122","4","0.00785398163397448","2012","bg","0","0","0"
"70122","4","0.00785398163397448","2012","total","0","0","0"
"70123","2","0.00785398163397448","2012","ag","0","0","0"
"70123","2","0.00785398163397448","2012","bg","0","0","0"
"70123","2","0.00785398163397448","2012","total","0","0","0"
"70123","3","0.00785398163397448","2012","ag","0","0","0"
"70123","3","0.00785398163397448","2012","bg","0","0","0"
"70123","3","0.00785398163397448","2012","total","0","0","0"
"70123","4","0.00785398163397448","2012","ag","0","0","0"
"70123","4","0.00785398163397448","2012","bg","0","0","0"
"70123","4","0.00785398163397448","2012","total","0","0","0"
"70125","4","0.00785398163397448","2012","ag","0","0","0"
"70125","4","0.00785398163397448","2012","bg","0","0","0"
"70125","4","0.00785398163397448","2012","total","0","0","0"
"70127","1","0.00785398163397448","2012","ag","0","0","0"
"70127","1","0.00785398163397448","2012","bg","0","0","0"
"70127","1","0.00785398163397448","2012","total","0","0","0"
"70127","2","0.00785398163397448","2012","ag","0","0","0"
"70127","2","0.00785398163397448","2012","bg","0","0","0"
"70127","2","0.00785398163397448","2012","total","0","0","0"
"70127","3","0.00785398163397448","2012","ag","0","0","0"
"70127","3","0.00785398163397448","2012","bg","0","0","0"
"70127","3","0.00785398163397448","2012","total","0","0","0"
"70127","4","0.00785398163397448","2012","ag","0","0","0"
"70127","4","0.00785398163397448","2012","bg","0","0","0"
"70127","4","0.00785398163397448","2012","total","0","0","0"
"70132","3","0.00785398163397448","2012","ag","0","0","0"
"70132","3","0.00785398163397448","2012","bg","0","0","0"
"70132","3","0.00785398163397448","2012","total","0","0","0"
"70134","4","0.00785398163397448","2012","ag","0","0","0"
"70134","4","0.00785398163397448","2012","bg","0","0","0"
"70134","4","0.00785398163397448","2012","total","0","0","0"
"70135","4","0.00785398163397448","2012","ag","0","0","0"
"70135","4","0.00785398163397448","2012","bg","0","0","0"
"70135","4","0.00785398163397448","2012","total","0","0","0"
"70137","1","0.00785398163397448","2012","ag","0","0","0"
"70137","1","0.00785398163397448","2012","bg","0","0","0"
"70137","1","0.00785398163397448","2012","total","0","0","0"
"70137","2","0.00785398163397448","2012","ag","0","0","0"
"70137","2","0.00785398163397448","2012","bg","0","0","0"
"70137","2","0.00785398163397448","2012","total","0","0","0"
"70137","3","0.00785398163397448","2012","ag","0","0","0"
"70137","3","0.00785398163397448","2012","bg","0","0","0"
"70137","3","0.00785398163397448","2012","total","0","0","0"
"70137","4","0.00785398163397448","2012","ag","0","0","0"
"70137","4","0.00785398163397448","2012","bg","0","0","0"
"70137","4","0.00785398163397448","2012","total","0","0","0"
"70140","2","0.00785398163397448","2012","ag","0","0","0"
"70140","2","0.00785398163397448","2012","bg","0","0","0"
"70140","2","0.00785398163397448","2012","total","0","0","0"
"70140","3","0.00785398163397448","2012","ag","0","0","0"
"70140","3","0.00785398163397448","2012","bg","0","0","0"
"70140","3","0.00785398163397448","2012","total","0","0","0"
"70141","2","0.00785398163397448","2012","ag","0","0","0"
"70141","2","0.00785398163397448","2012","bg","0","0","0"
"70141","2","0.00785398163397448","2012","total","0","0","0"
"70141","3","0.00785398163397448","2012","ag","0","0","0"
"70141","3","0.00785398163397448","2012","bg","0","0","0"
"70141","3","0.00785398163397448","2012","total","0","0","0"
"70144","1","0.00785398163397448","2012","ag","0","0","0"
"70144","1","0.00785398163397448","2012","bg","0","0","0"
"70144","1","0.00785398163397448","2012","total","0","0","0"
"70146","1","0.00785398163397448","2012","ag","0","0","0"
"70146","1","0.00785398163397448","2012","bg","0","0","0"
"70146","1","0.00785398163397448","2012","total","0","0","0"
"70146","2","0.00785398163397448","2012","ag","0","0","0"
"70146","2","0.00785398163397448","2012","bg","0","0","0"
"70146","2","0.00785398163397448","2012","total","0","0","0"
"70146","3","0.00785398163397448","2012","ag","0","0","0"
"70146","3","0.00785398163397448","2012","bg","0","0","0"
"70146","3","0.00785398163397448","2012","total","0","0","0"
"70146","4","0.00785398163397448","2012","ag","0","0","0"
"70146","4","0.00785398163397448","2012","bg","0","0","0"
"70146","4","0.00785398163397448","2012","total","0","0","0"
"70148","3","0.00785398163397448","2012","ag","0","0","0"
"70148","3","0.00785398163397448","2012","bg","0","0","0"
"70148","3","0.00785398163397448","2012","total","0","0","0"
"70149","2","0.00785398163397448","2012","ag","0","0","0"
"70149","2","0.00785398163397448","2012","bg","0","0","0"
"70149","2","0.00785398163397448","2012","total","0","0","0"
"70149","3","0.00785398163397448","2012","ag","0","0","0"
"70149","3","0.00785398163397448","2012","bg","0","0","0"
"70149","3","0.00785398163397448","2012","total","0","0","0"
"70150","1","0.00785398163397448","2012","ag","0","0","0"
"70150","1","0.00785398163397448","2012","bg","0","0","0"
"70150","1","0.00785398163397448","2012","total","0","0","0"
"70150","2","0.00785398163397448","2012","ag","0","0","0"
"70150","2","0.00785398163397448","2012","bg","0","0","0"
"70150","2","0.00785398163397448","2012","total","0","0","0"
"70150","3","0.00785398163397448","2012","ag","0","0","0"
"70150","3","0.00785398163397448","2012","bg","0","0","0"
"70150","3","0.00785398163397448","2012","total","0","0","0"
"70150","4","0.00785398163397448","2012","ag","0","0","0"
"70150","4","0.00785398163397448","2012","bg","0","0","0"
"70150","4","0.00785398163397448","2012","total","0","0","0"
"70156","1","0.00785398163397448","2012","ag","0","0","0"
"70156","1","0.00785398163397448","2012","bg","0","0","0"
"70156","1","0.00785398163397448","2012","total","0","0","0"
"70156","2","0.00785398163397448","2012","ag","0","0","0"
"70156","2","0.00785398163397448","2012","bg","0","0","0"
"70156","2","0.00785398163397448","2012","total","0","0","0"
"70158","3","0.00785398163397448","2012","ag","0","0","0"
"70158","3","0.00785398163397448","2012","bg","0","0","0"
"70158","3","0.00785398163397448","2012","total","0","0","0"
"70159","4","0.00785398163397448","2012","ag","0","0","0"
"70159","4","0.00785398163397448","2012","bg","0","0","0"
"70159","4","0.00785398163397448","2012","total","0","0","0"
"70160","1","0.00785398163397448","2012","ag","0","0","0"
"70160","1","0.00785398163397448","2012","bg","0","0","0"
"70160","1","0.00785398163397448","2012","total","0","0","0"
"70160","2","0.00785398163397448","2012","ag","0","0","0"
"70160","2","0.00785398163397448","2012","bg","0","0","0"
"70160","2","0.00785398163397448","2012","total","0","0","0"
"80006","1","0.00785398163397448","2012","ag","0","0","0"
"80006","1","0.00785398163397448","2012","bg","0","0","0"
"80006","1","0.00785398163397448","2012","total","0","0","0"
"80006","2","0.00785398163397448","2012","ag","0","0","0"
"80006","2","0.00785398163397448","2012","bg","0","0","0"
"80006","2","0.00785398163397448","2012","total","0","0","0"
"80006","3","0.00785398163397448","2012","ag","0","0","0"
"80006","3","0.00785398163397448","2012","bg","0","0","0"
"80006","3","0.00785398163397448","2012","total","0","0","0"
"80006","4","0.00785398163397448","2012","ag","0","0","0"
"80006","4","0.00785398163397448","2012","bg","0","0","0"
"80006","4","0.00785398163397448","2012","total","0","0","0"
"80033","1","0.00785398163397448","2011","ag","0","0","0"
"80033","1","0.00785398163397448","2011","bg","0","0","0"
"80033","1","0.00785398163397448","2011","total","0","0","0"
"80060","2","0.00785398163397448","2011","ag","0","0","0"
"80060","2","0.00785398163397448","2011","bg","0","0","0"
"80060","2","0.00785398163397448","2011","total","0","0","0"
"80106","3","0.00785398163397448","2012","ag","0","0","0"
"80106","3","0.00785398163397448","2012","bg","0","0","0"
"80106","3","0.00785398163397448","2012","total","0","0","0"
"80111","3","0.00785398163397448","2012","ag","0","0","0"
"80111","3","0.00785398163397448","2012","bg","0","0","0"
"80111","3","0.00785398163397448","2012","total","0","0","0"
"80120","2","0.00785398163397448","2012","ag","0","0","0"
"80120","2","0.00785398163397448","2012","bg","0","0","0"
"80120","2","0.00785398163397448","2012","total","0","0","0"
"80120","3","0.00785398163397448","2012","ag","0","0","0"
"80120","3","0.00785398163397448","2012","bg","0","0","0"
"80120","3","0.00785398163397448","2012","total","0","0","0"
"80120","4","0.00785398163397448","2012","ag","0","0","0"
"80120","4","0.00785398163397448","2012","bg","0","0","0"
"80120","4","0.00785398163397448","2012","total","0","0","0"
"80129","2","0.00785398163397448","2012","ag","0","0","0"
"80129","2","0.00785398163397448","2012","bg","0","0","0"
"80129","2","0.00785398163397448","2012","total","0","0","0"
"80129","3","0.00785398163397448","2012","ag","0","0","0"
"80129","3","0.00785398163397448","2012","bg","0","0","0"
"80129","3","0.00785398163397448","2012","total","0","0","0"
"80145","3","0.00785398163397448","2012","ag","0","0","0"
"80145","3","0.00785398163397448","2012","bg","0","0","0"
"80145","3","0.00785398163397448","2012","total","0","0","0"
"80175","3","0.00785398163397448","2011","ag","0","0","0"
"80175","3","0.00785398163397448","2011","bg","0","0","0"
"80175","3","0.00785398163397448","2011","total","0","0","0"
"80189","4","0.00785398163397448","2012","ag","0","0","0"
"80189","4","0.00785398163397448","2012","bg","0","0","0"
"80189","4","0.00785398163397448","2012","total","0","0","0"
"80203","4","0.00785398163397448","2012","ag","0","0","0"
"80203","4","0.00785398163397448","2012","bg","0","0","0"
"80203","4","0.00785398163397448","2012","total","0","0","0"
"80210","4","0.00785398163397448","2012","ag","0","0","0"
"80210","4","0.00785398163397448","2012","bg","0","0","0"
"80210","4","0.00785398163397448","2012","total","0","0","0"
"80214","3","0.00785398163397448","2012","ag","0","0","0"
"80214","3","0.00785398163397448","2012","bg","0","0","0"
"80214","3","0.00785398163397448","2012","total","0","0","0"
"80243","2","0.00785398163397448","2012","ag","0","0","0"
"80243","2","0.00785398163397448","2012","bg","0","0","0"
"80243","2","0.00785398163397448","2012","total","0","0","0"
"80243","4","0.00785398163397448","2012","ag","0","0","0"
"80243","4","0.00785398163397448","2012","bg","0","0","0"
"80243","4","0.00785398163397448","2012","total","0","0","0"
"80259","3","0.00785398163397448","2012","ag","0","0","0"
"80259","3","0.00785398163397448","2012","bg","0","0","0"
"80259","3","0.00785398163397448","2012","total","0","0","0"
"80260","1","0.00785398163397448","2011","ag","0","0","0"
"80260","1","0.00785398163397448","2011","bg","0","0","0"
"80260","1","0.00785398163397448","2011","total","0","0","0"
"80260","4","0.00785398163397448","2011","ag","0","0","0"
"80260","4","0.00785398163397448","2011","bg","0","0","0"
"80260","4","0.00785398163397448","2011","total","0","0","0"
"80261","3","0.00785398163397448","2011","ag","0","0","0"
"80261","3","0.00785398163397448","2011","bg","0","0","0"
"80261","3","0.00785398163397448","2011","total","0","0","0"
"80265","3","0.00785398163397448","2012","ag","0","0","0"
"80265","3","0.00785398163397448","2012","bg","0","0","0"
"80265","3","0.00785398163397448","2012","total","0","0","0"
"80284","1","0.00785398163397448","2012","ag","0","0","0"
"80284","1","0.00785398163397448","2012","bg","0","0","0"
"80284","1","0.00785398163397448","2012","total","0","0","0"
"80292","2","0.00785398163397448","2012","ag","0","0","0"
"80292","2","0.00785398163397448","2012","bg","0","0","0"
"80292","2","0.00785398163397448","2012","total","0","0","0"
"80292","4","0.00785398163397448","2012","ag","0","0","0"
"80292","4","0.00785398163397448","2012","bg","0","0","0"
"80292","4","0.00785398163397448","2012","total","0","0","0"
"100010","1","0.00785398163397448","2011","ag","0","0","0"
"100010","1","0.00785398163397448","2011","bg","0","0","0"
"100010","1","0.00785398163397448","2011","total","0","0","0"
"100010","2","0.00785398163397448","2011","ag","0","0","0"
"100010","2","0.00785398163397448","2011","bg","0","0","0"
"100010","2","0.00785398163397448","2011","total","0","0","0"
"100010","3","0.00785398163397448","2011","ag","0","0","0"
"100010","3","0.00785398163397448","2011","bg","0","0","0"
"100010","3","0.00785398163397448","2011","total","0","0","0"
"100010","4","0.00785398163397448","2011","ag","0","0","0"
"100010","4","0.00785398163397448","2011","bg","0","0","0"
"100010","4","0.00785398163397448","2011","total","0","0","0"
"100015","3","0.00785398163397448","2011","ag","0","0","0"
"100015","3","0.00785398163397448","2011","bg","0","0","0"
"100015","3","0.00785398163397448","2011","total","0","0","0"
"100022","2","0.00785398163397448","2011","ag","0","0","0"
"100022","2","0.00785398163397448","2011","bg","0","0","0"
"100022","2","0.00785398163397448","2011","total","0","0","0"
"100022","3","0.00785398163397448","2011","ag","0","0","0"
"100022","3","0.00785398163397448","2011","bg","0","0","0"
"100022","3","0.00785398163397448","2011","total","0","0","0"
"100022","4","0.00785398163397448","2011","ag","0","0","0"
"100022","4","0.00785398163397448","2011","bg","0","0","0"
"100022","4","0.00785398163397448","2011","total","0","0","0"
"100029","1","0.00785398163397448","2011","ag","0","0","0"
"100029","1","0.00785398163397448","2011","bg","0","0","0"
"100029","1","0.00785398163397448","2011","total","0","0","0"
"100029","2","0.00785398163397448","2011","ag","0","0","0"
"100029","2","0.00785398163397448","2011","bg","0","0","0"
"100029","2","0.00785398163397448","2011","total","0","0","0"
"100029","3","0.00785398163397448","2011","ag","0","0","0"
"100029","3","0.00785398163397448","2011","bg","0","0","0"
"100029","3","0.00785398163397448","2011","total","0","0","0"
"100029","4","0.00785398163397448","2011","ag","0","0","0"
"100029","4","0.00785398163397448","2011","bg","0","0","0"
"100029","4","0.00785398163397448","2011","total","0","0","0"
"100039","2","0.00785398163397448","2011","ag","0","0","0"
"100039","2","0.00785398163397448","2011","bg","0","0","0"
"100039","2","0.00785398163397448","2011","total","0","0","0"
"100039","3","0.00785398163397448","2011","ag","0","0","0"
"100039","3","0.00785398163397448","2011","bg","0","0","0"
"100039","3","0.00785398163397448","2011","total","0","0","0"
"100039","4","0.00785398163397448","2011","ag","0","0","0"
"100039","4","0.00785398163397448","2011","bg","0","0","0"
"100039","4","0.00785398163397448","2011","total","0","0","0"
"100044","1","0.00785398163397448","2011","ag","0","0","0"
"100044","1","0.00785398163397448","2011","bg","0","0","0"
"100044","1","0.00785398163397448","2011","total","0","0","0"
"100044","2","0.00785398163397448","2011","ag","0","0","0"
"100044","2","0.00785398163397448","2011","bg","0","0","0"
"100044","2","0.00785398163397448","2011","total","0","0","0"
"100044","3","0.00785398163397448","2011","ag","0","0","0"
"100044","3","0.00785398163397448","2011","bg","0","0","0"
"100044","3","0.00785398163397448","2011","total","0","0","0"
"100045","2","0.00785398163397448","2011","ag","0","0","0"
"100045","2","0.00785398163397448","2011","bg","0","0","0"
"100045","2","0.00785398163397448","2011","total","0","0","0"
"100050","2","0.00785398163397448","2011","ag","0","0","0"
"100050","2","0.00785398163397448","2011","bg","0","0","0"
"100050","2","0.00785398163397448","2011","total","0","0","0"
"100050","3","0.00785398163397448","2011","ag","0","0","0"
"100050","3","0.00785398163397448","2011","bg","0","0","0"
"100050","3","0.00785398163397448","2011","total","0","0","0"
"100050","4","0.00785398163397448","2011","ag","0","0","0"
"100050","4","0.00785398163397448","2011","bg","0","0","0"
"100050","4","0.00785398163397448","2011","total","0","0","0"
"100058","2","0.00785398163397448","2011","ag","0","0","0"
"100058","2","0.00785398163397448","2011","bg","0","0","0"
"100058","2","0.00785398163397448","2011","total","0","0","0"
"100084","1","0.00785398163397448","2011","ag","0","0","0"
"100084","1","0.00785398163397448","2011","bg","0","0","0"
"100084","1","0.00785398163397448","2011","total","0","0","0"
"120007","1","0.00785398163397448","2012","ag","0","0","0"
"120007","1","0.00785398163397448","2012","bg","0","0","0"
"120007","1","0.00785398163397448","2012","total","0","0","0"
"120007","2","0.00785398163397448","2012","ag","0","0","0"
"120007","2","0.00785398163397448","2012","bg","0","0","0"
"120007","2","0.00785398163397448","2012","total","0","0","0"
