"bfhnr_2","bfhnr_1","erhebjahr_1","erhebjahr_2","bestandestyp_2","besttyp_2d","humusform_2","agghu_typ_2","eu_humusform","bodentyp_2","bodentypgr_2","bodenklasse_2","podsoligkeit_2","gruendigkeit_2","wrb","min_org"
90566,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",-9,"SS","SS","S",NA,NA,NA,"min"
90567,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOA","MOT",NA,"SS-GG","GG","G","p2",100,NA,"min"
90568,NA,-2,2007,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90569,NA,-2,2006,5,"Eichen(rein)bestand (>= 70 % Eiche)","MRR","MR",NA,"SS-RQ","RQ","R","p4",90,NA,"min"
90570,NA,-2,2007,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MUT","MU",-9,"RR","RR","R",NA,NA,NA,"min"
90571,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"BB","BB","B",NA,74,NA,"min"
90572,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU",-9,"RZ","RZ","R",NA,NA,NA,"min"
90573,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90574,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUT","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90575,NA,-2,2008,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"RZ","RZ","R",NA,NA,NA,"min"
90576,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90577,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",NA,"BB","BB","B",NA,150,NA,"min"
90578,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MR","MR",-9,"GG","GG","G","p3",NA,NA,"min"
90579,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU",NA,"BB-SS","SS","S",NA,NA,NA,"min"
90580,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",NA,"BB","BB","B","p2",103,NA,"min"
90581,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"GG","GG","G",NA,150,NA,"min"
90582,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUT","MU",NA,"SS-BB","BB","B",NA,100,NA,"min"
90583,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",NA,"BB","BB","B",NA,NA,NA,"min"
90584,NA,-2,2006,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MOR","MOT",NA,"PP-SS","SS","S",NA,95,NA,"min"
90585,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",NA,"BB","BB","B","p2",100,NA,"min"
90586,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90587,NA,-2,2006,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"LL-BB","BB","B","p2",102,NA,"min"
90588,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"RR","RR","R",NA,NA,NA,"min"
90589,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",-9,"RZ","RZ","R",NA,150,NA,"min"
90590,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"BB","BB","B",NA,NA,NA,"min"
90591,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90592,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90593,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"BB-SS","SS","S",NA,150,NA,"min"
90594,NA,-2,2008,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUF","MUF",-9,"GM","GM","G",NA,NA,NA,"org"
90595,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR",-9,"SS","SS","S",NA,150,NA,"min"
90596,NA,-2,2007,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MUO","MU",-9,"BB-DD","DD","D",NA,150,NA,"min"
90597,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"BB-SS","SS","S","p4",NA,NA,"min"
90598,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"BB","BB","B",NA,135,NA,"min"
90599,NA,-2,2007,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90600,NA,-2,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"BB","BB","B",NA,150,NA,"min"
90601,NA,-2,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MRR","MR",-9,"SS","SS","S","p2",NA,NA,"min"
90603,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"LL-BB","BB","B",NA,NA,NA,"min"
90604,NA,-2,2006,3,"sonstige Nadelbaumarten (>= 70 % sonstiges Nadelholz)","MRA","MR",NA,"PP-BB","BB","B",NA,NA,NA,"min"
90605,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"LL","LL","L",NA,150,NA,"min"
90606,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB-CF","CF","C",NA,NA,NA,"min"
90607,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUT","MU",-9,"BB-CF","CF","C",NA,NA,NA,"min"
90608,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM",-9,"BB","BB","B",NA,NA,NA,"min"
90609,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR",NA,"BB-SS","SS","S","p2",100,NA,"min"
90610,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"SS-BB","BB","B",NA,150,NA,"min"
90611,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",NA,"BB","BB","B","p3",150,NA,"min"
90612,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90613,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",-9,"PP","PP","P","p4",150,NA,"min"
90614,NA,-2,2008,5,"Eichen(rein)bestand (>= 70 % Eiche)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90615,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","TA","TA",-9,"BB-RR","RR","R",NA,NA,NA,"min"
90616,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUT","MU",-9,"GG","GG","G",NA,NA,NA,"min"
90617,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"SS","SS","S","p3",60,NA,"min"
90618,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"SS-LL","LL","L",NA,NA,NA,"min"
90619,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU",-9,"AZ-GG","GG","G",NA,NA,NA,"min"
90620,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",-9,"BB","BB","B","p2",NA,NA,"min"
90621,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"DD-SS","SS","S",NA,150,NA,"min"
90622,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",NA,NA,"min"
90623,NA,-2,2007,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MRA","MR",-9,"DD-SS","SS","S",NA,150,NA,"min"
90624,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90625,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUT","MU",-9,"GG-BB","BB","B",NA,150,NA,"min"
90626,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",NA,"RR","RR","R",NA,100,NA,"min"
90627,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",-9,"OL-RR","RR","R",NA,NA,NA,"min"
90628,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",NA,"BB-SS","SS","S",NA,110,NA,"min"
90629,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOA","MOT",-9,"BB-SS","SS","S",NA,NA,NA,"min"
90630,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","AMO","AMO",NA,"HN","HN","H",NA,150,NA,"org"
90631,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",NA,"BB","BB","B",NA,NA,NA,"min"
90632,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MRA","MR",-9,"BB","BB","B","p2",NA,NA,"min"
90633,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",NA,"BB-SS","SS","S",NA,NA,NA,"min"
90634,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",NA,"BB-CF","CF","C",NA,NA,NA,"min"
90635,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90636,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB-RR","RR","R",NA,NA,NA,"min"
90637,NA,-2,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB-RR","RR","R",NA,100,NA,"min"
90638,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90639,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",NA,"BB","BB","B",NA,NA,NA,"min"
90640,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p4",150,NA,"min"
90641,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",NA,"BB","BB","B",NA,150,NA,"min"
90642,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR",-9,"BB-SS","SS","S",NA,150,NA,"min"
90643,NA,-2,2008,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"SS-DD","DD","D",NA,NA,NA,"min"
90644,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,70,NA,"min"
90645,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"AZ","AZ","A",NA,NA,NA,"min"
90646,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"AZ","AZ","A",NA,NA,NA,"min"
90647,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"LL-BB","BB","B",NA,NA,NA,"min"
90648,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"SS-BB","BB","B","p2",NA,NA,"min"
90649,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"BB","BB","B",NA,150,NA,"min"
90650,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM",-9,"BB","BB","B",NA,NA,NA,"min"
90651,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",NA,NA,"min"
90652,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM",-9,"SS-BB","BB","B","p3",150,NA,"min"
90653,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"DD-SS","SS","S",NA,150,NA,"min"
90654,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUF","MUF",-9,"GH","GH","G",NA,150,NA,"org"
90655,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"LL-BB","BB","B",NA,NA,NA,"min"
90656,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"LL","LL","L",NA,150,NA,"min"
90657,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB","BB","B",NA,80,NA,"min"
90658,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"DD-BB","BB","B",NA,NA,NA,"min"
90660,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MRR","MR",-9,"HN","HN","H",NA,NA,NA,"org"
90661,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"BB","BB","B",NA,NA,NA,"min"
90662,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"SS-BB","BB","B",NA,NA,NA,"min"
90663,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",NA,"BB-CF","CF","C",NA,NA,NA,"min"
90664,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",-9,"BB-CF","CF","C",NA,NA,NA,"min"
90665,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90666,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"SS-BB","BB","B",NA,150,NA,"min"
90667,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRR","MR",NA,"PP-SS","SS","S","p3",NA,NA,"min"
90668,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"DD-BB","BB","B",NA,150,NA,"min"
90669,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","ROR","RO",NA,"BB-SS","SS","S","p3",100,NA,"min"
90670,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90671,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",NA,"RR","RR","R",NA,NA,NA,"min"
90672,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"CF-RR","RR","R",NA,NA,NA,"min"
90673,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",NA,"BB","BB","B","p4",99,NA,"min"
90674,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"RR","RR","R",NA,NA,NA,"min"
90675,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","TA","TA",-9,"RR","RR","R",NA,NA,NA,"min"
90676,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"GG","GG","G",NA,NA,NA,"min"
90677,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","AMO","AMO",-9,"HH","HH","H",NA,NA,NA,"org"
90678,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"BB","BB","B",NA,100,NA,"min"
90679,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",-9,"SS","SS","S",NA,NA,NA,"min"
90680,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"RR","RR","R",NA,NA,NA,"min"
90681,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB-RR","RR","R",NA,13,NA,"min"
90682,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB","BB","B",NA,150,NA,"min"
90683,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"RR","RR","R",NA,100,NA,"min"
90684,NA,-2,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90685,NA,-2,2008,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90686,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90687,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90688,NA,-2,2008,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"RR","RR","R",NA,NA,NA,"min"
90689,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUF","MUF",NA,"BB-RR","RR","R",NA,77,NA,"min"
90690,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB-RZ","RZ","R",NA,72,NA,"min"
90691,NA,-2,2006,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUO","MU",NA,"LL-BB","BB","B",NA,NA,NA,"min"
90692,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRA","MR",-9,"PP-BB","BB","B","p4",NA,NA,"min"
90693,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"BB","BB","B",NA,150,NA,"min"
90694,NA,-2,2008,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MUT","MU",-9,"GG","GG","G",NA,NA,NA,"min"
90695,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",NA,"BB","BB","B",NA,100,NA,"min"
90696,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90697,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MR","MR",NA,"BB","BB","B",NA,103,NA,"min"
90698,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"RR","RR","R",NA,NA,NA,"min"
90699,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUF","MUF",-9,"RZ","RZ","R",NA,73,NA,"min"
90700,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO",-9,"BB-LL","LL","L",NA,150,NA,"min"
90701,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"BB","BB","B",NA,157,NA,"min"
90702,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,104,NA,"min"
90703,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"LL-BB","BB","B",NA,NA,NA,"min"
90704,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","ROA","RO",-9,"SS-BB","BB","B","p3",NA,NA,"min"
90705,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM",-9,"BB-CF","CF","C",NA,NA,NA,"min"
90706,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90707,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",-9,"RR","RR","R",NA,NA,NA,"min"
90708,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,116,NA,"min"
90709,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"RR","RR","R",NA,100,NA,"min"
90710,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"BB-PP","PP","P","p4",150,NA,"min"
90711,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOR","MOT",-9,"SS","SS","S","p4",86,NA,"min"
90712,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO",-9,"BB","BB","B",NA,100,NA,"min"
90713,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90715,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"SS-BB","BB","B",NA,155,NA,"min"
90716,NA,-2,2006,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MOM","MOM",2,"LL-BB","BB","B",NA,100,NA,"min"
90717,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",2,"LL-BB","BB","B",NA,100,NA,"min"
90718,NA,-2,2007,-1,"Merkmal wurde nicht erhoben. Obl: Fehler; Fak: Warnung.","MOT","MOT",-9,"SS-BB","BB","B",NA,NA,NA,"min"
90719,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90720,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MRA","MR",-9,"BB","BB","B","p2",129,NA,"min"
90721,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",NA,"BB-RR","RR","R",NA,NA,NA,"min"
90722,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MUO","MU",-9,"BB-CF","CF","C",NA,100,NA,"min"
90723,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"BB-SS","SS","S",NA,NA,NA,"min"
90724,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU",1,"BB","BB","B","p2",NA,NA,"min"
90725,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB","BB","B",NA,NA,NA,"min"
90726,NA,-2,2007,8,"sonstige Laubbaumarten (>= 70 % sonstiges Laubholz)","MUT","MU",1,"SS-GG","GG","G",NA,NA,NA,"min"
90727,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOR","MOT",-9,"BB","BB","B","p2",147,NA,"min"
90728,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"SS-BB","BB","B",NA,NA,NA,"min"
90730,NA,-2,2008,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUT","MU",-9,"GG","GG","G",NA,NA,NA,"min"
90731,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"BB-LL","LL","L",NA,150,NA,"min"
90732,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"LL-BB","BB","B",NA,NA,NA,"min"
90733,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"BB-SS","SS","S",NA,NA,NA,"min"
90734,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOA","MOT",-9,"BB","BB","B","p2",150,NA,"min"
90735,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOM","MOM",-9,"LL-CF","CF","C",NA,150,NA,"min"
90736,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MUO","MU",-9,"CF","CF","C",NA,100,NA,"min"
90737,NA,-2,2007,7,"Nadelholzreiche Laubholzmischbestände (> 30 % Nadelholz)","MUO","MU",-9,"BB-CF","CF","C",NA,NA,NA,"min"
90738,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"RR","RR","R",NA,100,NA,"min"
90739,NA,-2,2007,4,"Buchen(rein)bestand (>= 70 % Buche)","MOM","MOM",-9,"LL-BB","BB","B",NA,NA,NA,"min"
90740,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"SS-GG","GG","G","p2",NA,NA,"min"
90741,NA,-2,2007,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUO","MU",-9,"GG-BB","BB","B",NA,NA,NA,"min"
90742,NA,-2,2007,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MOM","MOM",-9,"BB-PP","PP","P",NA,150,NA,"min"
90743,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO",-9,"PP","PP","P","p4",NA,NA,"min"
90744,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROA","RO",-9,"BB-PP","PP","P","p4",100,NA,"min"
90745,NA,-2,2008,1,"Fichten(rein)bestand (>= 70 % Fichte)","ROR","RO",-9,"GG","GG","G",NA,NA,NA,"min"
90746,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MUF","MUF",NA,"BB-RR","RR","R",NA,60,NA,"min"
90747,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"RR","RR","R",NA,62,NA,"min"
90748,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","GMO","MOT",-9,"BB","BB","B",NA,80,NA,"min"
90749,NA,-2,2006,2,"Kiefern(rein)bestand (>= 70 % Kiefer)","MUO","MU",-9,"GG-AZ","AZ","A",NA,NA,NA,"min"
90750,NA,-2,2006,1,"Fichten(rein)bestand (>= 70 % Fichte)","MRR","MR",-9,"BB","BB","B",NA,NA,NA,"min"
90751,NA,-2,2006,6,"Laubholzreiche Nadelmischbestände (> 30 % Laubholz)","MOM","MOM",NA,"LL-BB","BB","B",NA,150,NA,"min"
90752,NA,-2,2007,1,"Fichten(rein)bestand (>= 70 % Fichte)","MOA","MOT",-9,"PP-LL","LL","L","p4",150,NA,"min"
