"MoMoK_Nr","Name","Bundesland","Datum","Nr_PK","Nr","Baumartengruppe","TYP","Hoehe/Laenge [dm]","Durchmesser [cm]","Zersetzungsgrad"
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",4,1,3,61,"10",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",5,1,3,113,"10",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",6,1,2,143,"12",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",7,1,3,152,"13",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",8,1,2,134,"10",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",9,1,2,138,"11",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",10,1,2,159,"14",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",11,1,2,153,"14",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",12,1,3,16,"11",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",13,1,3,120,"14",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",14,1,2,152,"12",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",15,1,3,48,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",16,1,2,146,"18",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",17,1,2,141,"14",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",18,1,2,128,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",19,1,2,174,"11",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",20,1,3,139,"12",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",21,1,2,178,"15",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",22,1,3,27,"13",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",23,1,3,33,"11",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",24,1,2,185,"17",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",25,1,3,18,"16",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",26,1,3,12,"14",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",27,1,3,42,"18",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",28,1,2,173,"12",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",29,1,2,159,"16",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",30,1,3,40,"21",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",31,1,2,189,"16",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",32,1,2,178,"19",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",33,1,2,172,"15",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",34,1,2,157,"10",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",35,1,2,172,"13",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",36,1,2,190,"22",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",37,1,4,9,"10",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",38,1,2,153,"11",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",39,1,3,152,"11",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",40,1,2,151,"13",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",41,1,3,40,"11",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",42,1,4,10,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",43,1,2,164,"10",1
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",44,1,1,71,"14",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",45,1,1,50,"11",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",46,1,1,65,"12",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",47,1,1,61,"14",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",48,1,1,31,"11",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",49,1,1,27,"9",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",50,1,1,108,"11",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",51,1,1,70,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",52,1,1,37,"11",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",53,1,4,7,"11",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",54,1,1,46,"9",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",55,1,4,6,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",56,1,1,41,"9",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",57,1,4,5,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",58,1,4,5,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",59,1,1,90,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",60,1,1,60,"8",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",61,1,2,126,"10",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",62,1,2,150,"13",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",63,1,1,50,"11",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",64,1,4,6,"18",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",65,1,1,80,"13",2
32090,"Pfauenfließ/Biesenthal","BB",2022-06-30,"MB",66,1,1,65,"13",2
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",1,1,4,11,"10",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",2,1,1,12,"10",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",3,1,4,3,"13",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",4,1,1,5,"8",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",5,1,1,10,"16",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",6,1,1,3,"10",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",7,1,1,10,"13",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",8,1,1,8,"8",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",9,1,1,6,"10",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",10,1,4,3,"13",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",11,1,1,6,"10",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",12,1,1,32,"10",3
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",13,1,1,100,"8",2
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",14,1,4,4,"12",4
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",15,1,1,26,"9",3
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",16,1,1,7,"9",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",17,1,1,140,"8",2
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",18,4,1,2,"23",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",19,1,1,10,"13",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",20,1,1,14,"8",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",21,1,4,4,"45",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",22,4,4,8,"16",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",23,1,1,19,"12",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",24,1,1,13,"13",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",25,1,1,20,"10",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",26,1,1,6,"12",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",27,1,4,9,"11",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",28,1,1,11,"11",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",29,1,4,3,"10",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",30,1,4,6,"11",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",31,1,1,7,"15",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",32,1,1,22,"11",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",33,1,1,15,"9",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",34,1,1,13,"11",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",35,1,1,130,"7",1
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",36,1,4,2,"14",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",37,1,1,14,"10",4
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",38,1,1,19,"9",3
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",39,1,1,37,"8",2
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",40,1,1,32,"6",2
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",41,1,1,15,"8",3
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",42,1,1,27,"8",4
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",43,1,4,4,"26",3
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",44,1,1,103,"8",2
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",45,1,1,32,"9",2
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",46,1,1,7,"14",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",47,1,4,3,"20",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",48,1,4,2,"20",5
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",49,1,1,25,"8",4
32080,"Plötzensee/Biesenthal","BB",2022-08-03,"MB",50,1,4,9,"22",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",1,1,1,16,"12",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",2,1,1,9,"9",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",3,1,1,59,"10",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",4,1,1,20,"13",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",5,1,4,9,"14",4
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",6,1,3,70,"18",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",7,1,3,87,"17",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",8,2,2,91,"18",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",9,2,2,142,"20",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",10,2,3,73,"13",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",11,2,2,158,"18",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",12,2,3,35,"18",3
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",13,1,1,40,"13",4
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",14,1,4,5,"12",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",15,1,1,60,"16",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",16,1,4,12,"30",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",17,1,1,50,"18",4
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",18,1,1,30,"28",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",19,1,1,60,"11",4
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",20,2,4,10,"32",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",21,2,1,75,"10",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",22,2,1,54,"10",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",23,2,2,105,"18",2
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",24,2,3,18,"10",4
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",25,1,1,36,"10",3
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",26,1,4,6,"30",5
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",27,2,3,42,"16",3
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",28,1,1,25,"11",3
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",1,1,1,33,"10",2
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",2,1,2,72,"11",2
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",3,1,2,70,"12",2
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",4,1,2,109,"13",2
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",5,1,1,33,"7",2
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",6,1,1,46,"6",2
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",1,2,1,48,"6",1
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",2,2,1,129,"13",1
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",3,1,2,103,"13",1
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",4,2,3,27,"18",1
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",5,2,3,15,"10",1
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",6,2,1,83,"8",1
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",7,2,4,2,"28",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",8,2,4,1,"20",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",9,2,4,3,"35",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",10,2,4,2,"20",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",11,2,4,2,"20",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",12,2,4,3,"50",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",13,2,4,3,"47",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",14,2,4,3,"31",3
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",15,2,4,2,"20",4
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",16,2,1,15,"10",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",17,2,4,2,"22",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",18,2,4,2,"30",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",19,2,4,2,"20",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",20,2,4,2,"38",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",21,2,4,2,"47",4
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",22,2,3,12,"10",4
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",23,2,1,40,"8",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",24,2,4,2,"51",5
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",25,2,1,80,"8",1
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",26,2,4,2,"30",3
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",27,2,4,3,"38",4
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",28,2,4,2,"27",4
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",29,2,4,2,"27",4
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",30,2,4,2,"24",4
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",31,2,4,2,"30",4
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",1,2,3,14,"11",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",2,2,3,15,"15",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",3,2,1,39,"10",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",4,2,1,16,"12",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",5,2,1,76,"12",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",6,2,1,14,"12",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",7,2,1,25,"8",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",8,2,1,12,"12",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",9,2,1,54,"11",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",10,2,1,14,"15",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",11,2,1,66,"10",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",12,2,4,3,"70",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",13,2,4,1,"18",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",14,2,4,2,"35",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",15,2,4,4,"40",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",16,2,4,2,"30",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",17,2,1,13,"11",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",18,2,4,1,"16",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",19,2,4,3,"30",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",20,2,4,3,"30",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",21,2,4,3,"31",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",22,2,4,2,"12",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",23,2,4,2,"10",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",24,2,4,1,"16",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",25,2,4,4,"32",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",26,2,4,2,"21",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",27,2,4,1,"22",4
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",28,2,4,4,"40",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",29,2,4,3,"32",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",30,2,4,4,"36",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",31,2,4,2,"30",4
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",32,2,4,4,"33",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",33,2,4,2,"25",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",34,2,4,4,"40",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",35,2,4,2,"32",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",36,2,4,4,"40",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",37,2,4,3,"39",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",38,2,4,5,"14",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",39,2,4,3,"43",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",40,2,4,2,"30",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",41,2,4,1,"27",4
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",42,2,4,4,"13",5
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",43,2,4,3,"34",2
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",44,2,4,1,"22",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",45,2,3,64,"18",3
34040,"Milchbach/Erlabrunn","SN",2022-09-14,"MB",46,2,3,61,"14",3
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",1,1,4,3,"20",5
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",2,1,3,14,"11",3
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",3,1,1,80,"10",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",4,1,1,31,"9",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",5,1,1,48,"9",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",6,1,3,15,"12",1
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",7,1,1,160,"10",1
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",8,1,3,18,"12",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",9,1,3,38,"16",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",10,1,1,24,"10",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",11,1,1,60,"s",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",12,1,3,38,"12",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",13,1,1,60,"9",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",14,1,4,8,"10",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",15,1,1,96,"12",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",16,1,1,72,"9",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",17,1,3,58,"19",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",18,1,2,202,"17",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",19,1,3,33,"10",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",20,1,3,45,"18",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",21,1,3,38,"11",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",22,1,3,43,"15",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",23,1,1,21,"9",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",24,1,1,24,"9",4
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",25,1,1,14,"14",3
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",26,1,1,12,"12",4
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",27,1,4,6,"12",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",28,1,1,52,"11",3
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",29,1,1,58,"8",3
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",30,1,1,95,"12",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",31,1,1,49,"14",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",32,1,1,34,"15",3
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",33,1,1,90,"11",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",34,1,1,42,"11",2
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",35,1,1,71,"10",3
33040,"Drewensee/Priepert","MV",2022-09-07,"MB",36,1,3,60,"19",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",1,2,3,95,"12",1
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",2,2,2,85,"13",1
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",3,2,3,14,"21",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",4,2,3,24,"23",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",5,2,3,25,"27",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",6,2,3,34,"27",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",7,2,4,13,"15",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",8,2,3,26,"27",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",9,2,3,20,"26",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",10,2,2,100,"13",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",11,2,3,16,"19",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",12,2,3,17,"20",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",13,2,1,110,"13",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",14,2,1,140,"12",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",15,2,3,111,"17",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",16,2,1,94,"12",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",17,2,1,210,"18",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",18,2,1,95,"13",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",19,2,1,56,"15",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",20,2,1,80,"15",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",21,2,1,148,"14",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",22,2,1,65,"20",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",23,2,1,113,"18",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",24,2,4,10,"15",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",25,2,4,3,"13",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",26,2,1,90,"8",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",27,2,4,6,"13",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",28,2,3,69,"15",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",29,2,2,69,"10",1
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",30,2,1,75,"11",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",31,2,1,48,"20",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",32,2,1,68,"16",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",33,2,1,20,"28",3
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",34,2,1,14,"20",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",35,2,1,9,"17",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",36,2,1,50,"21",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",37,2,4,5,"13",5
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",38,2,1,5,"9",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",39,2,1,104,"12",4
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",40,2,1,110,"10",2
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",41,2,4,3,"10",5
29080,"Filzwald/Klingbrunn Bhf","BY",2022-10-12,"MB",42,2,4,4,"11",4
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",1,2,3,69,"16",3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",2,2,3,77,"13",3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",3,2,3,77,"10",3
29090,"Klosterfilz/Skt. Oswald","BY",2022-10-11,"MB",4,2,2,84,"20",1
