"MoMoK_Nr","Spalte1","Bundeland","Datum","Nr_VJ_PK","Lage","Distanz MB [cm]","pk_maxdist [cm]","LfdNr","Baumart (Code)","Baumart","Hoehe [cm]","grklasse"
33300,"Buchenhorst","MV",NA,"W","West",1000,330,5,134,"FLU",160,0
33300,"Buchenhorst","MV",NA,"W","West",1000,330,6,104,"SER",300,1
33300,"Buchenhorst","MV",NA,"W","West",1000,330,7,112,"GES",500,2
33300,"Buchenhorst","MV",NA,"W","West",1000,330,8,134,"FLU",78,0
33300,"Buchenhorst","MV",NA,"W","West",1000,330,9,134,"FLU",80,0
33300,"Buchenhorst","MV",NA,"W","West",1000,330,10,NA,"FLB",260,1
33300,"Buchenhorst","MV",NA,"N","Nord",1000,400,1,104,"SER",250,1
33300,"Buchenhorst","MV",NA,"N","Nord",1000,400,2,104,"SER",105,0
33300,"Buchenhorst","MV",NA,"N","Nord",1000,400,3,104,"SER",85,0
33300,"Buchenhorst","MV",NA,"N","Nord",1000,400,4,NA,"FLB",340,1
33300,"Buchenhorst","MV",NA,"N","Nord",1000,400,5,134,"FLU",78,0
33300,"Buchenhorst","MV",NA,"N","Nord",1000,400,6,134,"FLU",130,1
33300,"Buchenhorst","MV",NA,"N","Nord",1000,400,7,104,"SER",95,0
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,1,104,"SER",195,1
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,2,104,"SER",400,1
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,3,104,"SER",380,1
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,4,104,"SER",400,3
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,5,NA,"FLB",100,0
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,6,104,"SER",75,0
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,7,134,"FLU",105,0
33300,"Buchenhorst","MV",NA,"E","Ost",1000,400,8,104,"SER",250,1
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,1,111,"RBU",26,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,2,111,"RBU",20,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,3,104,"SER",700,2
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,4,111,"RBU",21,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,5,104,"SER",250,1
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,6,NA,"WEI",80,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,7,NA,"FLB",300,1
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,8,104,"SER",60,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,9,104,"SER",82,0
33300,"Buchenhorst","MV",NA,"S","Süd",1000,400,10,104,"SER",84,0
33300,"Buchenhorst","MV",NA,"W","West",1000,340,1,134,"FLU",135,1
33300,"Buchenhorst","MV",NA,"W","West",1000,340,2,112,"GES",700,2
33300,"Buchenhorst","MV",NA,"W","West",1000,340,3,117,"SEI",27,0
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"N","Nord",1000,429,1,104,"SER",1050,3
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,1,104,"SER",200,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,2,104,"SER",340,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,3,123,"WLI",550,2
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,4,123,"WLI",410,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,5,123,"WLI",480,2
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,6,123,"WLI",270,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,7,123,"WLI",340,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,8,123,"WLI",220,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,9,123,"WLI",340,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"E","Ost",1000,491,10,104,"SER",260,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"S","Süd",1000,467,1,145,"SWE",230,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"S","Süd",1000,467,2,104,"SER",810,3
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"S","Süd",1000,467,3,104,"SER",450,2
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"S","Süd",1000,467,4,104,"SER",180,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,1,104,"SER",450,3
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,2,104,"SER",190,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,3,104,"SER",700,3
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,4,104,"SER",840,3
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,5,104,"SER",720,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,6,104,"SER",520,2
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,7,104,"SER",520,1
28040,"Hockenheimer Rheinbogen","BW",2023-08-09,"W","West",1000,319,8,104,"SER",730,1
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,1,207,"GFI",120,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,2,207,"GFI",100,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,3,207,"GFI",95,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,4,207,"GFI",70,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,5,207,"GFI",390,3
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,6,207,"GFI",360,3
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,7,207,"GFI",85,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"N","Nord",1000,480,8,207,"GFI",70,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,1,207,"GFI",45,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,2,207,"GFI",20,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,3,207,"GFI",20,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,4,207,"GFI",30,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,5,207,"GFI",20,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,6,121,"VBE",20,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,7,121,"VBE",20,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"S","Süd",1000,373,8,121,"VBE",25,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,1,207,"GFI",30,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,2,207,"GFI",35,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,3,207,"GFI",20,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,4,207,"GFI",200,1
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,5,207,"GFI",230,1
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,6,207,"GFI",205,1
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,7,207,"GFI",35,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,8,207,"GFI",25,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,9,207,"GFI",30,0
36041,"Sommerbachskopf 2","TH",2023-08-22,"W","West",1000,368,10,207,"GFI",30,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,1,207,"GFI",30,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,2,121,"VBE",40,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,3,207,"GFI",20,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,4,207,"GFI",40,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,5,207,"GFI",70,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,6,207,"GFI",65,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,7,207,"GFI",50,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,8,207,"GFI",70,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,9,207,"GFI",45,0
36010,"Siegmundsburg","TH",2023-08-23,"N","Nord",1000,230,10,207,"GFI",35,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,1,121,"VBE",60,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,2,121,"VBE",60,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,3,121,"VBE",55,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,4,121,"VBE",35,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,5,121,"VBE",35,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,6,121,"VBE",55,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,7,121,"VBE",40,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,8,121,"VBE",40,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,9,121,"VBE",40,0
36010,"Siegmundsburg","TH",2023-08-23,"E","Ost",1000,212,10,121,"VBE",40,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,1,207,"GFI",30,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,2,121,"VBE",30,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,3,121,"VBE",80,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,4,121,"VBE",80,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,5,207,"GFI",35,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,6,207,"GFI",60,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,7,207,"GFI",55,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,8,207,"GFI",50,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,9,207,"GFI",65,0
36010,"Siegmundsburg","TH",2023-08-23,"S","Süd",1000,205,10,207,"GFI",30,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,1,207,"GFI",40,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,2,207,"GFI",45,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,3,207,"GFI",50,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,4,207,"GFI",30,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,5,207,"GFI",55,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,6,207,"GFI",35,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,7,207,"GFI",40,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,8,207,"GFI",45,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,9,207,"GFI",50,0
36010,"Siegmundsburg","TH",2023-08-23,"W","West",1000,175,10,121,"VBE",55,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,1,207,"GFI",50,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,2,207,"GFI",110,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,3,121,"VBE",80,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,4,153,"STK",105,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,5,153,"STK",85,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,6,153,"STK",60,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,7,108,"MBI",115,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,8,108,"MBI",90,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,9,117,"SEI",65,0
23110,"Brambosteler Moor","NS",2023-09-12,"N","Nord",1000,275,10,207,"GFI",50,0
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,1,108,"MBI",50,0
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,2,108,"MBI",50,0
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,3,108,"MBI",100,0
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,4,108,"MBI",95,0
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,5,108,"MBI",100,0
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,6,207,"GFI",95,0
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,7,108,"MBI",160,1
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,8,108,"MBI",420,1
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,9,108,"MBI",270,1
23110,"Brambosteler Moor","NS",2023-09-12,"E","Ost",1000,450,10,108,"MBI",160,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,1,108,"MBI",450,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,2,108,"MBI",130,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,3,108,"MBI",150,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,4,207,"GFI",20,0
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,5,108,"MBI",400,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,6,108,"MBI",320,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,7,108,"MBI",140,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,8,108,"MBI",150,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,9,108,"MBI",130,1
23110,"Brambosteler Moor","NS",2023-09-12,"S","Süd",1000,350,10,108,"MBI",160,1
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,1,NA,"FLB",90,0
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,2,108,"MBI",100,0
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,3,121,"VBE",50,0
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,4,108,"MBI",85,0
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,5,108,"MBI",190,1
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,6,108,"MBI",90,0
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,7,207,"GFI",110,0
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,8,207,"GFI",40,0
23110,"Brambosteler Moor","NS",2023-09-12,"W","West",1000,493,9,153,"STK",110,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,1,211,"GKI",47,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,2,211,"GKI",80,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,3,211,"GKI",20,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,4,211,"GKI",40,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,5,211,"GKI",20,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,6,211,"GKI",30,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,7,211,"GKI",40,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,8,211,"GKI",20,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,9,211,"GKI",30,0
36020,"Hermsdorf","TH",2024-04-23,"N","Nord",1000,388,10,211,"GKI",20,0
36020,"Hermsdorf","TH",2024-04-23,"E","Ost",1000,493,1,211,"GKI",60,0
36020,"Hermsdorf","TH",2024-04-23,"E","Ost",1000,493,2,211,"GKI",60,0
36020,"Hermsdorf","TH",2024-04-23,"E","Ost",1000,493,3,211,"GKI",225,1
36020,"Hermsdorf","TH",2024-04-23,"E","Ost",1000,493,4,211,"GKI",180,1
36020,"Hermsdorf","TH",2024-04-23,"E","Ost",1000,493,5,211,"GKI",35,0
36020,"Hermsdorf","TH",2024-04-23,"E","Ost",1000,493,6,107,"SBI",30,0
36020,"Hermsdorf","TH",2024-04-23,"E","Ost",1000,493,7,107,"SBI",50,0
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,1,211,"GKI",90,0
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,2,211,"GKI",110,0
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,3,211,"GKI",320,1
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,4,211,"GKI",165,1
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,5,211,"GKI",180,1
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,6,207,"GFI",80,0
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,7,211,"GKI",175,1
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,8,211,"GKI",140,1
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,9,211,"GKI",140,1
36020,"Hermsdorf","TH",2024-04-23,"S","Süd",1000,498,10,107,"SBI",190,1
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,1,211,"GKI",30,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,2,211,"GKI",40,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,3,211,"GKI",40,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,4,211,"GKI",35,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,5,211,"GKI",35,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,6,211,"GKI",35,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,7,211,"GKI",90,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,8,211,"GKI",20,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,9,211,"GKI",25,0
36020,"Hermsdorf","TH",2024-04-23,"W","West",1000,475,10,211,"GKI",25,0
28100,"Wurzacher Ried","BW",2024-06-04,"N","Nord",1000,NA,1,207,"GFI",115,0
28100,"Wurzacher Ried","BW",2024-06-04,"N","Nord",1000,NA,2,214,"BKI",320,1
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,1,207,"GFI",130,1
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,2,NA,"FLB",100,0
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,3,NA,"FLB",85,0
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,4,NA,"FLB",60,0
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,5,NA,"FLB",95,0
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,6,NA,"FLB",40,0
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,7,NA,"FLB",30,0
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,8,NA,"FLB",230,1
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,9,NA,"FLB",200,1
28100,"Wurzacher Ried","BW",2024-06-04,"E","Ost",1000,NA,10,NA,"FLB",100,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,1,NA,"FLB",60,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,2,NA,"FLB",70,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,3,NA,"FLB",135,1
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,4,NA,"FLB",50,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,5,NA,"FLB",50,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,6,NA,"FLB",60,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,7,NA,"FLB",100,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,8,NA,"FLB",50,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,9,NA,"FLB",65,0
28100,"Wurzacher Ried","BW",2024-06-04,"S","Süd",1000,NA,10,NA,"FLB",130,1
28100,"Wurzacher Ried","BW",2024-06-04,"W","West",1000,NA,1,207,"GFI",260,1
28100,"Wurzacher Ried","BW",2024-06-04,"W","West",1000,NA,2,214,"BKI",310,2
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,1,207,"GFI",150,1
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,2,207,"GFI",330,1
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,3,207,"GFI",175,1
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,4,207,"GFI",140,1
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,5,207,"GFI",150,1
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,6,207,"GFI",170,1
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,7,207,"GFI",520,2
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,8,207,"GFI",450,3
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,9,207,"GFI",200,1
28130,"Bodenmoos","BW",2024-06-02,"N","Nord",1000,NA,10,207,"GFI",150,1
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,1,207,"GFI",165,1
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,2,207,"GFI",80,0
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,3,207,"GFI",90,0
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,4,207,"GFI",180,1
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,5,207,"GFI",500,2
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,6,207,"GFI",220,1
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,7,207,"GFI",110,0
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,8,NA,"FLB",130,1
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,9,121,"VBE",70,0
28130,"Bodenmoos","BW",2024-06-02,"E","Ost",1000,NA,10,121,"VBE",40,0
28130,"Bodenmoos","BW",2024-06-02,"S","Süd",1000,NA,1,207,"GFI",110,0
28130,"Bodenmoos","BW",2024-06-02,"S","Süd",1000,NA,2,207,"GFI",110,0
28130,"Bodenmoos","BW",2024-06-02,"S","Süd",1000,NA,3,207,"GFI",35,0
28130,"Bodenmoos","BW",2024-06-02,"S","Süd",1000,NA,4,207,"GFI",60,0
28130,"Bodenmoos","BW",2024-06-02,"S","Süd",1000,NA,5,207,"GFI",110,0
28130,"Bodenmoos","BW",2024-06-02,"S","Süd",1000,NA,6,207,"GFI",420,1
28130,"Bodenmoos","BW",2024-06-02,"S","Süd",1000,NA,7,207,"GFI",330,1
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,1,207,"GFI",100,0
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,2,207,"GFI",80,0
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,3,207,"GFI",95,0
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,4,207,"GFI",115,0
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,5,207,"GFI",200,1
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,6,NA,"FLB",190,1
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,7,NA,"FLB",140,1
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,8,207,"GFI",650,3
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,9,207,"GFI",310,1
28130,"Bodenmoos","BW",2024-06-02,"W","West",1000,NA,10,207,"GFI",400,2
28021,"Haubacher Moos","BW",2024-06-01,"E","Ost",1000,NA,1,207,"GFI",260,1
28021,"Haubacher Moos","BW",2024-06-01,"E","Ost",1000,NA,2,207,"GFI",200,1
28021,"Haubacher Moos","BW",2024-06-01,"E","Ost",1000,NA,3,207,"GFI",20,0
28021,"Haubacher Moos","BW",2024-06-01,"E","Ost",1000,NA,4,207,"GFI",20,0
28021,"Haubacher Moos","BW",2024-06-01,"E","Ost",1000,NA,5,207,"GFI",170,1
28021,"Haubacher Moos","BW",2024-06-01,"E","Ost",1000,NA,6,207,"GFI",20,0
28021,"Haubacher Moos","BW",2024-06-01,"E","Ost",1000,NA,7,207,"GFI",270,1
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,1,214,"BKI",330,1
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,2,214,"BKI",450,1
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,3,214,"BKI",115,0
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,4,214,"BKI",140,1
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,5,214,"BKI",135,1
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,6,214,"BKI",170,1
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,7,214,"BKI",220,1
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,8,214,"BKI",90,0
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,9,214,"BKI",65,0
28160,"Steerenmoos","BW",2024-05-31,"N","Nord",1000,225,10,214,"BKI",80,0
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,1,214,"BKI",120,0
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,2,214,"BKI",135,1
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,3,214,"BKI",110,0
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,4,214,"BKI",160,1
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,5,214,"BKI",400,1
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,6,214,"BKI",570,3
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,7,214,"BKI",100,0
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,8,214,"BKI",240,1
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,9,214,"BKI",240,1
28160,"Steerenmoos","BW",2024-05-31,"E","Ost",1000,153,10,214,"BKI",510,3
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,1,214,"BKI",50,0
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,2,214,"BKI",310,2
28160,"Steerenmoos","BW",2024-05-31,"S","Süd",1000,366,3,214,"BKI",175,1
