"MoMoK_Nr","Name","Bundeland","Datum_Aufnahme","Nr_PK","BNr","ZW","St","Baumart (Code)","Baumart","Schi","Kraft","Alt","Alt-Meth","BHD [mm]","BHD Hoehe [cm]","Permanent-Maßband","Punktdendrometer","BHD Stufen","Hoehe [dm]","Kronenansatz [dm]","Distanz [cm]","Azimut [Gon]","Azimut [°]","Bemerkung"
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",21,NA,0,108,"MBI",1,"2","NA",1,194,130,0,0,3,NA,NA,1003,"209.9999999999998",189,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",22,NA,0,108,"MBI",1,"2","NA",1,120,130,0,0,2,NA,NA,1147,"207.77777777777757",187,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",23,NA,0,108,"MBI",1,"2","NA",1,104,130,0,0,2,NA,NA,1121,"199.9999999999998",180,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",24,NA,0,108,"MBI",1,"2","NA",1,230,130,0,0,4,218,127,183,"327.77777777777749",295,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",25,NA,0,108,"MBI",1,"2","NA",1,224,130,0,0,4,NA,NA,198,"338.88888888888857",305,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",26,NA,0,108,"MBI",1,"2","NA",1,221.1,130,1,0,4,NA,NA,475,"379.99999999999966",342,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",27,NA,0,108,"MBI",1,"2","NA",1,151,130,0,0,3,NA,NA,673,"315.55555555555526",284,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",28,NA,0,108,"MBI",1,"2","NA",1,129,130,0,0,2,NA,NA,833,"323.33333333333303",291,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",29,NA,0,108,"MBI",1,"1","NA",1,202,130,0,0,4,NA,NA,1169,"283.33333333333309",255,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",30,NA,0,108,"MBI",1,"2","NA",1,156,130,0,0,3,NA,NA,1156,"275.55555555555532",248,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",31,NA,0,108,"MBI",2,NA,"NA",1,123,130,0,0,2,139,93,1246,"259.99999999999977",234,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",32,NA,0,108,"MBI",1,"2","NA",1,146,130,0,0,2,NA,NA,1152,"322.22222222222189",290,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",33,NA,0,108,"MBI",1,"2","NA",1,214,130,0,0,4,NA,NA,1249,"312.22222222222194",281,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",34,NA,0,108,"MBI",1,"4","NA",1,128,130,0,0,2,NA,NA,833,"356.66666666666634",321,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",35,NA,0,108,"MBI",1,"2","NA",1,170,130,0,0,3,NA,NA,922,"354.44444444444412",319,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",36,NA,0,108,"MBI",1,"2","NA",1,210,130,0,0,4,NA,NA,1071,"344.44444444444412",310,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",37,NA,0,108,"MBI",1,"2","NA",1,162,130,0,0,3,NA,NA,769,"392.22222222222183",353,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",38,NA,0,108,"MBI",1,"2","NA",1,175,130,0,1,3,NA,NA,217,"19.999999999999982",18,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",39,NA,0,108,"MBI",1,"3","NA",1,137,130,0,0,2,NA,NA,1141,"381.11111111111074",343,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",40,NA,0,108,"MBI",2,NA,"NA",1,110,130,0,0,2,140,116,896,"397.77777777777737",358,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",41,NA,0,108,"MBI",1,"4","NA",1,95.1,130,1,0,1,NA,NA,938,"2.2222222222222201",2,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",42,NA,0,108,"MBI",1,"3","NA",1,145,130,0,0,2,NA,NA,964,"8.8888888888888804",8,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",43,NA,0,108,"MBI",1,"1","NA",1,131,130,0,0,2,NA,NA,729,"25.555555555555532",23,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",44,NA,0,108,"MBI",1,"4","NA",1,90,130,0,0,1,172,117,936,"34.444444444444414",31,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",45,NA,0,108,"MBI",1,"2","NA",1,155,130,0,0,3,NA,NA,801,"58.888888888888836",53,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",46,NA,0,153,"STK",2,NA,"NA",1,80,130,0,0,1,78,50,840,"67.777777777777715",61,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",47,NA,0,108,"MBI",1,"3","NA",1,105,130,0,0,2,NA,NA,1077,"68.888888888888829",62,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",48,NA,0,108,"MBI",1,"3","NA",1,150,130,0,0,2,NA,NA,1095,"72.222222222222157",65,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",49,NA,0,108,"MBI",1,"3","NA",1,127,130,0,1,2,NA,NA,537,"102.22222222222213",92,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",50,NA,0,108,"MBI",1,"2","NA",1,183,130,0,1,3,NA,NA,758,"102.22222222222213",92,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",51,NA,0,108,"MBI",1,"4","NA",1,115,130,0,0,2,NA,NA,1139,"92.222222222222129",83,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",52,NA,0,108,"MBI",1,"2","NA",1,233,130,0,0,4,NA,NA,719,"136.66666666666654",123,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",53,NA,0,108,"MBI",1,"3","NA",1,112,130,0,0,2,NA,NA,939,"114.44444444444433",103,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",54,NA,0,108,"MBI",1,"2","NA",1,170,130,0,0,3,NA,NA,1034,"119.99999999999989",108,NA
32080,"Plötzensee/Biesenthal","BB",2022-07-12,"MB",55,NA,0,108,"MBI",1,"4","NA",1,107,130,0,0,2,NA,NA,1125,"39.999999999999964",36,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",1,NA,0,104,"SER",1,"2",NA,NA,319,130,0,0,6,255,127,165,"295.55555555555526",266,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",2,NA,0,104,"SER",2,NA,NA,NA,84,130,0,0,1,74,32,196,"244.4444444444442",220,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",3,NA,0,104,"SER",1,"2",NA,NA,274,130,1,0,5,NA,NA,564,"283.33333333333309",255,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",4,NA,0,104,"SER",1,"4",NA,NA,215,130,0,0,4,NA,NA,691,"274.44444444444417",247,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",5,NA,0,104,"SER",2,NA,NA,NA,101,130,0,0,2,108,56,865,"268.88888888888863",242,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",6,NA,0,104,"SER",1,"3",NA,NA,265,130,0,0,5,NA,NA,1029,"266.6666666666664",240,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",7,NA,0,104,"SER",1,"4",NA,NA,199,130,0,0,3,NA,NA,1246,"272.22222222222194",245,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",8,NA,0,104,"SER",1,"4",NA,NA,149.5,130,1,0,2,250,114,633,"325.55555555555526",293,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",9,NA,0,104,"SER",1,"2",NA,NA,283,130,0,0,5,NA,NA,837,"302.22222222222194",272,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",10,NA,0,104,"SER",1,"3",NA,NA,229,130,0,0,4,NA,NA,882,"331.1111111111108",298,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",11,NA,0,104,"SER",1,"4",NA,NA,137,130,0,0,2,NA,NA,874,"344.44444444444412",310,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",12,NA,0,104,"SER",1,"2",NA,NA,304,130,0,0,6,NA,NA,1110,"314.44444444444412",283,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",13,NA,0,104,"SER",1,"4",NA,NA,135,130,0,0,2,NA,NA,1181,"315.55555555555526",284,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",14,NA,0,104,"SER",2,NA,NA,NA,86,130,0,0,1,98,56,1144,"339.99999999999966",306,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",15,NA,0,104,"SER",1,"2",NA,NA,260.1,130,1,0,5,230,150,552,"358.88888888888857",323,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",16,NA,0,104,"SER",1,"4",NA,NA,145,130,0,0,2,NA,NA,663,"0",0,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",17,NA,0,104,"SER",1,"2",NA,NA,231,130,0,0,4,182,109,778,"378.88888888888852",341,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",18,NA,0,104,"SER",1,"3",NA,NA,251,130,0,0,5,NA,NA,937,"357.77777777777743",322,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",19,NA,0,104,"SER",1,"2",NA,NA,180,130,0,0,3,185,135,1007,"376.66666666666629",339,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",20,NA,0,104,"SER",1,"2",NA,NA,230,130,0,0,4,NA,NA,1144,"364.44444444444412",328,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",21,NA,0,104,"SER",1,"2",NA,NA,288,130,0,0,5,NA,NA,327,"61.11111111111105",55,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",22,NA,0,104,"SER",1,"4",NA,NA,241,130,0,0,4,NA,NA,355,"53.333333333333286",48,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",23,NA,0,104,"SER",1,"4",NA,NA,218,130,0,0,4,NA,NA,688,"46.666666666666622",42,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",24,NA,0,104,"SER",1,"3",NA,NA,245,130,0,0,4,NA,NA,861,"41.111111111111072",37,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",25,NA,0,104,"SER",1,"3",NA,NA,275,130,0,0,5,NA,NA,736,"21.111111111111089",19,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",26,NA,0,104,"SER",1,"2",NA,NA,312,130,0,0,6,NA,NA,1100,"23.333333333333311",21,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",27,NA,0,104,"SER",2,NA,NA,NA,132,130,0,0,2,NA,NA,1087,"9.9999999999999911",9,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",28,NA,0,104,"SER",1,"4",NA,NA,228,130,0,0,4,NA,NA,1096,"3.3333333333333304",3,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",29,NA,0,104,"SER",1,"3",NA,NA,246,130,0,0,4,NA,NA,1222,"5.55555555555555",5,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",30,NA,0,104,"SER",1,"3",NA,NA,214,130,0,0,4,NA,NA,1012,"61.11111111111105",55,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",31,NA,0,104,"SER",1,"3",NA,NA,220,130,0,0,4,NA,NA,1045,"63.333333333333272",57,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",32,NA,0,104,"SER",1,"4",NA,NA,164,130,0,0,3,NA,NA,386,"112.22222222222211",101,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",33,NA,0,104,"SER",1,"4",NA,NA,258,130,0,0,5,NA,NA,698,"91.111111111111029",82,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",34,NA,0,104,"SER",1,"2",NA,NA,318,130,0,0,6,NA,NA,1126,"98.8888888888888",89,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",35,NA,0,104,"SER",1,"3",NA,NA,224,130,0,0,4,NA,NA,1227,"112.22222222222211",101,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",36,NA,0,104,"SER",2,NA,NA,NA,129,130,0,0,2,NA,NA,1125,"123.33333333333321",111,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",37,NA,0,104,"SER",1,"2",NA,NA,400.9,130,1,0,8,223,127,649,"127.77777777777766",115,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",38,NA,0,104,"SER",1,"3",NA,NA,264,130,0,0,5,NA,NA,638,"168.88888888888872",152,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",39,NA,0,104,"SER",1,"3",NA,NA,266,130,0,0,5,NA,NA,671,"168.88888888888872",152,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",40,NA,0,104,"SER",2,NA,NA,NA,242,130,0,0,4,110,39,830,"183.33333333333317",165,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",41,NA,0,104,"SER",1,"3",NA,NA,281.5,130,1,0,5,NA,NA,948,"173.33333333333317",156,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",42,NA,0,104,"SER",1,"3",NA,NA,204,130,0,0,4,NA,NA,332,"154.44444444444429",139,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",43,NA,0,104,"SER",1,"4",NA,NA,207,130,0,0,4,NA,NA,501,"187.7777777777776",169,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",44,NA,0,104,"SER",2,NA,NA,NA,106,130,0,0,2,NA,NA,1009,"203.33333333333314",183,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",45,NA,0,104,"SER",1,"2",NA,NA,400,130,0,1,8,NA,NA,617,"238.88888888888866",215,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",46,NA,0,104,"SER",1,"2",NA,NA,298,130,0,1,5,NA,NA,853,"234.44444444444423",211,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",47,NA,0,104,"SER",1,"2",NA,NA,286,130,0,0,5,NA,NA,1237,"243.33333333333309",219,NA
33050,"Rätzsee/Fleeth","MV",2022-08-08,"MB",48,NA,0,104,"SER",2,NA,NA,NA,76,130,0,0,1,75,33,1159,"242.222222222222",218,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",1,NA,0,104,"SER",1,"2","34",1,188.4,130,1,0,3,153,66,169,"282.22222222222194",254,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",2,NA,0,104,"SER",1,"3","34",1,121,130,0,0,2,NA,NA,332,"279.99999999999972",252,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",3,NA,0,104,"SER",1,"2","34",1,143.5,130,1,0,2,124,76,522,"292.22222222222194",263,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",4,NA,0,104,"SER",1,"3","34",1,143,130,0,0,2,NA,NA,722,"269.99999999999972",243,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",5,NA,0,104,"SER",1,"3","34",1,166,130,0,0,3,NA,NA,768,"248.88888888888866",224,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",6,NA,0,104,"SER",2,NA,"NA",1,97.2,130,1,0,1,70,49,1002,"244.4444444444442",220,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",7,NA,0,104,"SER",1,"4","34",1,85,130,0,0,1,119,32,950,"232.222222222222",209,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",8,NA,0,104,"SER",1,"2","34",1,191,130,0,0,3,NA,NA,1160,"229.99999999999977",207,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",9,NA,0,104,"SER",1,"2","34",1,151,130,0,0,3,NA,NA,861,"213.33333333333314",192,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",10,NA,0,104,"SER",1,"3","34",1,124,130,0,0,2,NA,NA,723,"215.55555555555534",194,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",11,NA,0,104,"SER",1,"4","34",1,144,130,0,0,2,NA,NA,565,"202.22222222222203",182,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",12,NA,0,104,"SER",1,"2","34",1,177,130,0,0,3,NA,NA,347,"177.7777777777776",160,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",13,NA,0,104,"SER",1,"2","34",1,146,130,0,0,2,NA,NA,532,"233.33333333333312",210,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",14,NA,0,104,"SER",1,"4","34",1,132,130,0,0,2,NA,NA,268,"223.33333333333312",201,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",15,NA,0,104,"SER",2,NA,"NA",1,91,130,0,0,1,86,35,329,"158.88888888888874",143,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",16,NA,0,104,"SER",1,"2","34",1,193.9,130,1,0,3,139,59,547,"164.44444444444429",148,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",17,NA,0,104,"SER",2,NA,"NA",1,102,130,0,0,2,55,40,723,"187.7777777777776",169,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",18,NA,0,104,"SER",1,"2","34",1,171,130,0,0,3,NA,NA,847,"164.44444444444429",148,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",19,NA,0,104,"SER",2,NA,"34",1,160,130,0,0,3,NA,NA,941,"181.11111111111094",163,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",20,NA,0,104,"SER",1,"3","34",1,182,130,0,0,3,NA,NA,1056,"188.88888888888872",170,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",21,NA,0,104,"SER",1,"4","34",1,98,130,0,0,1,NA,NA,1062,"204.44444444444426",184,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",22,NA,0,104,"SER",1,"2","34",1,172,130,0,0,3,NA,NA,1249,"211.11111111111092",190,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",23,NA,0,104,"SER",2,NA,"NA",1,113,130,0,0,2,51,21,761,"138.88888888888874",125,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",24,NA,0,104,"SER",1,"2","34",1,140,130,0,0,2,NA,NA,1071,"133.3333333333332",120,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",25,NA,0,104,"SER",1,"2","34",1,183,130,0,0,3,NA,NA,1172,"153.3333333333332",138,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",26,NA,0,104,"SER",1,"2","34",1,157,140,0,0,3,NA,NA,1190,"124.44444444444433",112,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",27,NA,0,104,"SER",2,NA,"34",1,79,130,0,0,1,NA,NA,437,"118.88888888888877",107,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",28,NA,0,104,"SER",1,"4","34",1,100,130,0,0,2,NA,NA,424,"112.22222222222211",101,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",29,NA,0,104,"SER",1,"2","34",1,188,130,0,1,3,NA,NA,583,"89.999999999999915",81,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",30,NA,0,104,"SER",1,"4","34",1,114,130,0,0,2,NA,NA,776,"102.22222222222213",92,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",31,NA,0,104,"SER",1,"2","34",1,196,130,0,0,3,NA,NA,1040,"107.77777777777767",97,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",32,NA,0,104,"SER",1,"4","34",1,107,130,0,0,2,NA,NA,433,"65.555555555555486",59,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",33,NA,0,104,"SER",1,"4","34",1,95,130,0,0,1,NA,NA,753,"63.333333333333272",57,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",34,NA,0,104,"SER",1,"2","34",1,166,130,0,0,3,NA,NA,992,"81.111111111111029",73,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",35,NA,0,104,"SER",1,"2","34",1,205.3,130,1,0,4,125,78,1078,"63.333333333333272",57,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",36,NA,0,104,"SER",2,NA,"NA",1,87,130,0,0,1,62,44,1217,"53.333333333333286",48,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",37,NA,0,104,"SER",1,"2","34",1,201,130,0,1,4,NA,NA,454,"391.11111111111074",352,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",38,NA,0,104,"SER",1,"3","34",1,156,130,0,1,3,NA,NA,512,"12.222222222222211",11,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",39,NA,0,104,"SER",1,"4","34",1,80,130,0,0,1,NA,NA,732,"24.444444444444422",22,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",40,NA,0,104,"SER",1,"2","34",1,218,130,0,0,4,NA,NA,765,"44.4444444444444",40,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",41,NA,0,104,"SER",1,"2","34",1,167,130,0,0,3,NA,NA,987,"48.888888888888843",44,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",42,NA,0,104,"SER",2,NA,"NA",1,77,130,0,0,1,NA,NA,931,"29.999999999999972",27,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",43,NA,0,104,"SER",1,"4","34",1,109,130,0,0,2,NA,NA,1001,"17.777777777777761",16,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",44,NA,0,104,"SER",1,"3","34",1,169,130,0,0,3,NA,NA,1164,"24.444444444444422",22,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",45,NA,0,104,"SER",1,"3","34",1,109,130,0,0,2,NA,NA,966,"5.55555555555555",5,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",46,NA,0,104,"SER",2,NA,"NA",1,97,130,0,0,1,NA,NA,1098,"384.44444444444406",346,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",47,NA,0,104,"SER",1,"3","34",1,144,130,0,0,2,NA,NA,1198,"389.9999999999996",351,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",48,NA,0,104,"SER",1,"4","34",1,101,130,0,0,2,NA,NA,1076,"0",0,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",49,NA,0,104,"SER",1,"3","34",1,126,130,0,0,2,NA,NA,396,"314.44444444444412",283,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",50,NA,0,104,"SER",1,"2","34",1,172,130,0,0,3,NA,NA,576,"332.22222222222189",299,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",51,NA,0,104,"SER",1,"2","34",1,136,130,0,0,2,NA,NA,866,"325.55555555555526",293,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",52,NA,0,104,"SER",1,"3","34",1,166,130,0,0,3,NA,NA,1061,"318.88888888888857",287,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",53,NA,0,104,"SER",1,"3","34",1,166,130,0,0,3,NA,NA,1156,"308.88888888888857",278,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",54,NA,0,104,"SER",1,"2","34",1,112,130,0,0,2,NA,NA,1028,"295.55555555555526",266,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",55,NA,0,104,"SER",1,"3","34",1,127,130,0,0,2,NA,NA,1106,"288.88888888888863",260,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",56,NA,0,104,"SER",1,"4","34",1,120,130,0,0,2,NA,NA,1228,"303.33333333333303",273,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",57,NA,0,104,"SER",1,"3","34",1,144,130,0,0,2,NA,NA,1229,"285.55555555555526",257,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",58,NA,0,104,"SER",1,"3","34",1,156,130,0,0,3,NA,NA,1258,"279.99999999999972",252,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",59,NA,0,104,"SER",1,"3","34",1,138,130,0,0,2,NA,NA,979,"276.6666666666664",249,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",60,NA,0,104,"SER",1,"2","34",1,170,130,0,0,3,NA,NA,1243,"256.6666666666664",231,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",61,NA,0,104,"SER",2,NA,"NA",1,75,130,0,0,1,NA,NA,670,"355.5555555555552",320,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",62,NA,0,104,"SER",1,"3","34",1,159,130,0,0,3,NA,NA,1123,"346.66666666666634",312,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",63,NA,0,104,"SER",1,"3","34",1,125,130,0,0,2,NA,NA,1209,"365.5555555555552",329,NA
33010,"Pälitzsee/Pelzkuhl","MV",2022-08-10,"MB",64,NA,0,104,"SER",1,"4","34",1,136,130,0,0,2,NA,NA,1232,"364.44444444444412",328,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",1,NA,0,207,"GFI",1,"2","70",1,240,130,1,0,2,NA,NA,144,"254.4444444444442",229,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",2,NA,0,207,"GFI",1,"4","37",1,144,130,0,0,2,NA,NA,165,"339.99999999999966",306,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",3,NA,0,207,"GFI",1,"4","37",1,129,130,0,0,2,NA,NA,217,"309.99999999999972",279,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",4,NA,0,207,"GFI",1,"3","37",1,158,130,0,0,3,NA,NA,306,"242.222222222222",218,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",5,NA,0,207,"GFI",1,"2","37",1,216,120,0,0,4,NA,NA,381,"254.4444444444442",229,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",6,NA,0,207,"GFI",1,"4","37",1,150,130,0,0,3,NA,NA,428,"271.11111111111086",244,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",7,NA,0,207,"GFI",2,NA,"NA",1,93,150,0,0,1,NA,NA,510,"272.22222222222194",245,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",8,NA,0,207,"GFI",1,"2","37",1,136.6,130,1,0,2,NA,NA,587,"283.33333333333309",255,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",9,NA,0,207,"GFI",1,"2","37",1,194.5,130,1,0,3,NA,NA,665,"262.22222222222194",236,NA
