"MoMoK_Nr","Name","Bundeland","Datum_Aufnahme","Nr_PK","BNr","ZW","St","Baumart (Code)","Baumart","Schi","Kraft","Alt","Alt-Meth","BHD [mm]","BHD Hoehe [cm]","Permanent-Maßband","Punktdendrometer","BHD Stufen","Hoehe [dm]","Kronenansatz [dm]","Distanz [cm]","Azimut [Gon]","Azimut [°]","Bemerkung"
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",10,NA,0,207,"GFI",1,"2","37",1,155,130,0,0,3,NA,NA,716,"296.6666666666664",267,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",11,NA,0,207,"GFI",1,"3","37",1,213,130,0,0,4,NA,NA,885,"289.99999999999972",261,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",12,NA,0,207,"GFI",1,"4","37",1,123,130,0,0,2,NA,NA,1086,"276.6666666666664",249,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",13,NA,0,207,"GFI",1,"2","37",1,158,130,0,0,3,NA,NA,1211,"272.22222222222194",245,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",14,NA,0,207,"GFI",1,"2","70",1,306,130,0,0,6,NA,NA,1146,"297.77777777777749",268,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",15,NA,0,207,"GFI",1,"4","37",1,125,130,0,0,2,NA,NA,382,"344.44444444444412",310,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",16,NA,0,207,"GFI",1,"4","37",1,160,130,0,0,3,NA,NA,513,"308.88888888888857",278,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",17,NA,0,207,"GFI",1,"2","37",1,187,130,0,0,3,NA,NA,686,"354.44444444444412",319,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",18,NA,0,207,"GFI",1,"3","37",1,134,130,0,0,2,NA,NA,727,"324.44444444444412",292,NA
34030,"Steinbach/Steinbach","SN",2022-08-24,"MB",19,NA,0,207,"GFI",1,"2","70",1,244,130,0,0,4,NA,NA,1000,"337.77777777777743",304,NA
