"plot_ID","tree_ID","tree_inventory_status","multi_stem","dist_cm","azi_gon","age","age_meth","SP_code","Kraft","C_layer","H_dm","C_h_dm","D_mm","DBH_h_cm","inv_year","inv","X","Nr_code","Chr_code_ger","name","bot_name","bot_genus","bot_species","Flora_EU","LH_NH","IPC","WZE","BWI","BZE_al","tpS_SP_com_name","tpS_ID","H_SP_group","BWI_SP_group","Bio_SP_group","N_SP_group","N_bg_SP_group","N_f_SP_group_MoMoK","RG_Wolff_bio","DBH_cm","CCS_r_m","rem_reason","dist_m","X_tree","Y_tree","e_ID","e_type","e_form","stand","inter_stat","area_m2","stand_plot_A_ha","plot_A_ha","old_tree_inventory_status","old_tree_ID"
50111,9,-9,0,455,236,64,6,"rbu",4,1,90,15,75,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","7,5","5,64","LT excluded during forest edges allocation","4,55","-2,4380119172","-3,841692061",1,2,1,"warning","partly intersecting","49,7996846871246","0,00497996846871246","0,00999328056736299",NA,NA
50111,10,-9,0,1126,251,64,6,"rbu",2,1,-9,-9,252,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","25,2","12,62","LT excluded during forest edges allocation","11,26","-8,0861021128","-7,8359780896",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,11,-9,0,634,258,64,6,"rbu",2,1,-9,-9,284,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","28,4","12,62","LT excluded during forest edges allocation","6,34","-5,0095827785","-3,8858307202",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,12,-9,0,1200,272,64,6,"rbu",3,1,-9,-9,243,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","24,3","12,62","LT excluded during forest edges allocation","12","-10,8579246296","-5,1093514988",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,13,-9,0,1049,275,64,6,"gfi",1,1,258,160,345,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","34,5","17,84","LT excluded during forest edges allocation","10,49","-9,691496296","-4,0143492055",1,2,1,"warning","partly intersecting","499,246893013605","0,0499246893013605","0,0999860870850348",NA,NA
50111,14,-9,0,1705,292,64,6,"gfi",1,1,253,125,366,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","36,6","17,84","LT excluded during forest edges allocation","17,05","-16,9155556574","-2,1369316323",1,2,1,"warning","partly intersecting","499,246893013605","0,0499246893013605","0,0999860870850348",NA,NA
50111,15,-9,0,909,293,64,6,"rbu",4,1,-9,-9,123,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","12,3","12,62","LT excluded during forest edges allocation","9,09","-9,0351050851","-0,9974848878",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,16,-9,0,1359,295,64,6,"gfi",1,1,279,176,393,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","39,3","17,84","LT excluded during forest edges allocation","13,59","-13,5481065654","-1,0662591109",1,2,1,"warning","partly intersecting","499,246893013605","0,0499246893013605","0,0999860870850348",NA,NA
50111,17,-9,0,258,301,64,6,"rbu",3,1,-9,-9,218,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","21,8","12,62","LT excluded during forest edges allocation","2,58","-2,5796817118","0,0405248787",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,18,-9,0,1595,308,64,6,"rbu",2,1,-9,-9,354,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","35,4","17,84","LT excluded during forest edges allocation","15,95","-15,824229486","1,9990650754",1,2,1,"warning","partly intersecting","499,246893013605","0,0499246893013605","0,0999860870850348",NA,NA
50111,19,-9,0,1121,311,64,6,"rbu",2,1,-9,-9,338,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","33,8","17,84","LT excluded during forest edges allocation","11,21","-11,0430755462","1,9273252141",1,2,1,"warning","partly intersecting","499,246893013605","0,0499246893013605","0,0999860870850348",NA,NA
50111,20,-9,0,612,314,64,6,"rbu",2,1,-9,-9,385,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","38,5","17,84","LT excluded during forest edges allocation","6,12","-5,9726105831","1,3350366373",1,2,1,"warning","partly intersecting","499,246893013605","0,0499246893013605","0,0999860870850348",NA,NA
50111,21,-9,0,1195,326,64,6,"rbu",2,1,-9,-9,281,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","28,1","12,62","LT excluded during forest edges allocation","11,95","-10,9671677769","4,7459172931",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,22,-9,0,1134,330,64,6,"rbu",4,1,-9,-9,127,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","12,7","12,62","LT excluded during forest edges allocation","11,34","-10,1040139843","5,148252267",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,23,-9,0,363,332,64,6,"rbu",4,1,-9,-9,95,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","9,5","5,64","LT excluded during forest edges allocation","3,63","-3,1809932486","1,748765837",1,2,1,"warning","partly intersecting","49,7996846871246","0,00497996846871246","0,00999328056736299",NA,NA
50111,24,-9,0,724,342,64,6,"rbu",4,1,-9,-9,147,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","14,7","12,62","LT excluded during forest edges allocation","7,24","-5,7207222896","4,4374470684",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,25,-9,0,1189,343,64,6,"rbu",3,1,-9,-9,166,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","16,6","12,62","LT excluded during forest edges allocation","11,89","-9,2793175433","7,4341351838",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,26,-9,0,989,358,64,6,"rbu",2,1,-9,-9,270,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","27","12,62","LT excluded during forest edges allocation","9,89","-6,0616507606","7,8146330724",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,27,-9,0,619,359,64,6,"rbu",3,1,-9,-9,182,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","18,2","12,62","LT excluded during forest edges allocation","6,19","-3,7166011948","4,950048036",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50111,28,-9,0,789,359,64,6,"rbu",3,1,-9,-9,257,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","25,7","12,62","LT excluded during forest edges allocation","7,89","-4,7373155778","6,3095119555",1,2,1,"warning","partly intersecting","249,735672727483","0,0249735672727483","0,0500343869018386",NA,NA
50114,1,-9,0,223,69,110,6,"rbu",2,1,-9,-9,239,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","23,9","12,62","LT excluded during forest edges allocation","2,23","1,9707973551","1,0434834858",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,2,-9,0,290,71,110,6,"rbu",2,1,214,99,304,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","30,4","17,84","LT excluded during forest edges allocation","2,9","2,6042799697","1,2758235926",1,1,1,"warning","partly intersecting","499,182081771187","0,0499182081771187","0,0999860870850348",NA,NA
50114,3,-9,0,955,96,110,6,"rbu",4,1,-9,-9,249,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","24,9","12,62","LT excluded during forest edges allocation","9,55","9,5311552565","0,5996494615",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,4,-9,0,1308,101,90,6,"gfi",1,1,271,139,439,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","43,9","17,84","LT excluded during forest edges allocation","13,08","13,0783863529","-0,2054517104",1,1,1,"warning","partly intersecting","499,182081771187","0,0499182081771187","0,0999860870850348",NA,NA
50114,5,-9,0,1407,107,90,6,"gfi",2,1,275,170,326,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","32,6","17,84","LT excluded during forest edges allocation","14,07","13,9850306433","-1,5439617571",1,1,1,"warning","partly intersecting","499,182081771187","0,0499182081771187","0,0999860870850348",NA,NA
50114,6,-9,0,848,118,90,6,"gfi",1,1,275,129,511,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","51,1","17,84","LT excluded during forest edges allocation","8,48","8,1432904545","-2,3658445792",1,1,1,"warning","partly intersecting","499,182081771187","0,0499182081771187","0,0999860870850348",NA,NA
50114,7,-9,0,1027,127,110,6,"rbu",4,1,-9,-9,197,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","19,7","12,62","LT excluded during forest edges allocation","10,27","9,360111651","-4,2262524629",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,8,-9,0,1034,130,110,6,"rbu",3,1,-9,-9,267,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","26,7","12,62","LT excluded during forest edges allocation","10,34","9,2130074601","-4,6942617673",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,9,-9,0,983,147,110,6,"rbu",3,1,-9,-9,252,140,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","25,25","12,62","LT excluded during forest edges allocation","9,83","7,2705736636","-6,6157130078",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,10,-9,0,1242,154,110,6,"rbu",3,1,-9,-9,258,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","25,8","12,62","LT excluded during forest edges allocation","12,42","8,2134933673","-9,3163794848",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,11,-9,0,1233,158,110,6,"rbu",4,1,-9,-9,104,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","10,4","12,62","LT excluded during forest edges allocation","12,33","7,5571439715","-9,7426113026",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,12,-9,0,1054,168,90,6,"gfi",1,1,-9,-9,447,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","44,7","17,84","LT excluded during forest edges allocation","10,54","5,077683725","-9,2362724077",1,1,1,"warning","partly intersecting","499,182081771187","0,0499182081771187","0,0999860870850348",NA,NA
50114,13,-9,0,745,183,110,6,"rbu",2,1,-9,-9,281,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","28,1","12,62","LT excluded during forest edges allocation","7,45","1,9658542222","-7,1859527675",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,14,-9,0,895,196,110,6,"rbu",4,1,-9,-9,180,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","18","12,62","LT excluded during forest edges allocation","8,95","0,5619751498","-8,9323392194",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,15,-9,0,1289,197,110,6,"rbu",2,1,-9,-9,336,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","33,6","17,84","LT excluded during forest edges allocation","12,89","0,6072021496","-12,8756904883",1,1,1,"warning","partly intersecting","499,182081771187","0,0499182081771187","0,0999860870850348",NA,NA
50114,16,-9,0,992,224,90,6,"gfi",1,1,298,144,369,130,2011,"HBI",83,207,"GFi","Gewoehnliche Fichte","Picea abies ","Picea","abies ","026.004.001","NB",118,30014,"FI","WAHR","Picea abies",1,"fi","fi","fi","FI","FI","FI","FI","36,9","17,84","LT excluded during forest edges allocation","9,92","-3,6517955626","-9,22338274",1,1,1,"warning","partly intersecting","499,182081771187","0,0499182081771187","0,0999860870850348",NA,NA
50114,17,-9,0,423,232,110,6,"rbu",4,1,171,90,162,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","16,2","12,62","LT excluded during forest edges allocation","4,23","-2,0378180415","-3,7067772566",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,18,-9,0,705,244,110,6,"rbu",2,1,-9,-9,234,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","23,4","12,62","LT excluded during forest edges allocation","7,05","-4,4938391277","-5,4321183616",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,19,-9,0,873,249,110,6,"rbu",4,1,176,96,126,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","12,6","12,62","LT excluded during forest edges allocation","8,73","-6,0753187143","-6,2692425795",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,41,-9,0,1175,52,110,6,"rbu",4,1,-9,-9,204,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","20,4","12,62","LT excluded during forest edges allocation","11,75","8,5653813722","8,0434284947",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,42,-9,0,609,54,110,6,"rbu",3,1,-9,-9,157,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","15,7","12,62","LT excluded during forest edges allocation","6,09","4,568176414","4,0273892598",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,43,-9,0,1064,63,110,6,"rbu",2,1,-9,-9,243,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","24,3","12,62","LT excluded during forest edges allocation","10,64","8,892990325","5,8416027835",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50114,44,-9,0,1143,70,110,6,"rbu",3,1,-9,-9,257,130,2011,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","25,7","12,62","LT excluded during forest edges allocation","11,43","10,1842045715","5,189111412",1,1,1,"warning","partly intersecting","249,689826554476","0,0249689826554476","0,0500343869018386",NA,NA
50117,5,-9,0,1440,346,76,6,"ela",1,1,269,63,459,130,2012,"HBI",26,204,"ELa","Europaeische Laerche","Larix decidua","Larix","decidua","026.005.002","NB",116,30012,"ELA","WAHR","Larix decidua",10,"lae","ki","ki","KI","LA","aNB","FI","45,9","17,84","LT excluded during forest edges allocation","14,4","-10,8015994027","9,5228908607",1,3,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,5,-9,0,1440,346,76,6,"ela",1,1,269,63,459,130,2012,"HBI",26,204,"ELa","Europaeische Laerche","Larix decidua","Larix","decidua","026.005.002","NB",116,30012,"ELA","WAHR","Larix decidua",10,"lae","ki","ki","KI","LA","aNB","FI","45,9","17,84","LT excluded during forest edges allocation","14,4","-10,8015994027","9,5228908607",2,2,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,6,-9,0,1780,368,96,6,"sei",2,1,266,98,509,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","50,9","17,84","LT excluded during forest edges allocation","17,8","-8,575215399","15,5982589048",1,3,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,6,-9,0,1780,368,96,6,"sei",2,1,266,98,509,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","50,9","17,84","LT excluded during forest edges allocation","17,8","-8,575215399","15,5982589048",2,2,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,7,-9,0,1172,386,96,6,"sei",2,1,257,113,403,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","40,3","17,84","LT excluded during forest edges allocation","11,72","-2,5566387892","11,4377444499",1,3,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,7,-9,0,1172,386,96,6,"sei",2,1,257,113,403,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","40,3","17,84","LT excluded during forest edges allocation","11,72","-2,5566387892","11,4377444499",2,2,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,8,-9,0,338,399,76,6,"rbu",1,1,257,80,585,130,2012,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","58,5","17,84","LT excluded during forest edges allocation","3,38","-0,0530907325","3,3795830178",1,3,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,8,-9,0,338,399,76,6,"rbu",1,1,257,80,585,130,2012,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","58,5","17,84","LT excluded during forest edges allocation","3,38","-0,0530907325","3,3795830178",2,2,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,9,-9,0,967,28,96,6,"sei",2,1,257,111,470,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","47","17,84","LT excluded during forest edges allocation","9,67","4,1172857494","8,7496775973",1,3,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,9,-9,0,967,28,96,6,"sei",2,1,257,111,470,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","47","17,84","LT excluded during forest edges allocation","9,67","4,1172857494","8,7496775973",2,2,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,10,-9,0,891,40,76,6,"rbu",4,1,100,19,145,130,2012,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","14,5","12,62","LT excluded during forest edges allocation","8,91","5,2371665979","7,2083414199",1,3,1,"warning","partly intersecting","182,630663185886","0,0182630663185886","0,0500343869018386",NA,NA
50117,10,-9,0,891,40,76,6,"rbu",4,1,100,19,145,130,2012,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","14,5","12,62","LT excluded during forest edges allocation","8,91","5,2371665979","7,2083414199",2,2,1,"warning","partly intersecting","182,630663185886","0,0182630663185886","0,0500343869018386",NA,NA
50117,11,-9,0,1259,66,96,6,"sei",2,1,246,40,522,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","52,2","17,84","LT excluded during forest edges allocation","12,59","10,83674212","6,4088314243",1,3,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,11,-9,0,1259,66,96,6,"sei",2,1,246,40,522,130,2012,"HBI",39,117,"SEi","Stiel-Eiche","Quercus robur ","Quercus","robur ","036.004.014","LB",51,30013,"EI","WAHR","Quercus spp.",17,"ei","ei","ei","EI","EI","aLB","EI","52,2","17,84","LT excluded during forest edges allocation","12,59","10,83674212","6,4088314243",2,2,1,"warning","partly intersecting","364,945494353764","0,0364945494353764","0,0999860870850348",NA,NA
50117,12,-9,0,796,70,76,6,"rbu",3,1,-9,-9,292,130,2012,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","29,2","12,62","LT excluded during forest edges allocation","7,96","7,0924119325","3,6137643779",1,3,1,"warning","partly intersecting","182,630663185886","0,0182630663185886","0,0500343869018386",NA,NA
50117,12,-9,0,796,70,76,6,"rbu",3,1,-9,-9,292,130,2012,"HBI",8,111,"RBu","Rot-Buche","Fagus sylvatica","Fagus","sylvatica","036.001.001","LB",20,30016,"BU","WAHR","Fagus sylvatica",15,"bu","bu","bu","BU","BU","aLB","BU","29,2","12,62","LT excluded during forest edges allocation","7,96","7,0924119325","3,6137643779",2,2,1,"warning","partly intersecting","182,630663185886","0,0182630663185886","0,0500343869018386",NA,NA
50121,1,-9,0,273,248,56,6,"rei",2,1,283,140,372,130,2011,"HBI",13,118,"REi","Rot-Eiche","Quercus rubra","Quercus","rubra","036.004.001","LB",53,30011,"REI","WAHR","Quercus rubra",18,"ei","ei","ei","EI","EI","aLB","EI","37,2","17,84","LT excluded during forest edges allocation","2,73","-1,8688135992","-1,9900843529",1,2,1,"warning","partly intersecting","499,145565639505","0,0499145565639505","0,0999860870850348",NA,NA
